model,kind,reference,task,information_set,sharing,metric,estimate,ci_low,ci_high,samples,clusters
previous_outcome,metric,,bandit,observable,task_specific,brier,0.15953060798980703,0.12809728031045622,0.19283474967208591,2000,78
previous_outcome,metric,,foraging,observable,task_specific,r_squared,0.650484230194319,0.593192299097458,0.702164609956665,2000,59
previous_outcome,metric,,foraging,observable,task_specific,mse,0.5332069540831121,0.4607701421062541,0.6112629232631119,2000,59
previous_outcome,metric,,foraging,observable,task_specific,log_loss,0.6490914249848823,0.5428658509231241,0.776630629699742,2000,59
previous_outcome,metric,,foraging,observable,task_specific,brier,0.22494947825458672,0.18397723829106777,0.27521829985379676,2000,59
previous_outcome,metric,,solvability,observable,task_specific,r_squared,0.5358877163793447,0.4667296781015051,0.5987085462127536,2000,59
previous_outcome,metric,,solvability,observable,task_specific,mse,3.1035450262635913,2.281372160761919,4.038116275934268,2000,59
previous_outcome,metric,,solvability,observable,task_specific,log_loss,0.6502497166694043,0.5847413614669545,0.71775521330058,2000,59
previous_outcome,metric,,solvability,observable,task_specific,brier,0.21729395451432718,0.19576587983228244,0.23770329070147342,2000,59
previous_outcome,metric,,macro,observable,task_specific,r_squared,0.45831529135388505,0.4174284778780702,0.49655133367988985,2000,196
previous_outcome,metric,,macro,observable,task_specific,mse,1.8368243416636787,1.5501220816393093,2.150425513391436,2000,196
previous_outcome,metric,,macro,observable,task_specific,log_loss,0.6210475314208871,0.5662759856354825,0.6817160047922632,2000,196
previous_outcome,metric,,macro,observable,task_specific,brier,0.20059134691957364,0.18163604096367303,0.22167920176242303,2000,196
streak,metric,,bandit,observable,task_specific,r_squared,0.3774911653525727,0.30150258787603645,0.45201676521246414,2000,78
streak,metric,,bandit,observable,task_specific,mse,1.4323115038700294,1.2430453655622102,1.647657222575562,2000,78
streak,metric,,bandit,observable,task_specific,log_loss,0.5336706868036146,0.42948997539052436,0.647256138783429,2000,78
streak,metric,,bandit,observable,task_specific,brier,0.155505588138299,0.12416876944804017,0.18913968223008584,2000,78
streak,metric,,foraging,observable,task_specific,r_squared,0.6248633055203018,0.566601744915035,0.6768529806016156,2000,59
streak,metric,,foraging,observable,task_specific,mse,0.5702359753111285,0.5025590153273457,0.6425297905960597,2000,59
streak,metric,,foraging,observable,task_specific,log_loss,0.648486756301037,0.5456765639414808,0.7687953768730346,2000,59
streak,metric,,foraging,observable,task_specific,brier,0.2244767269138264,0.1853088060611848,0.27040605282452285,2000,59
streak,metric,,solvability,observable,task_specific,r_squared,0.36757741182986425,0.2595517507806381,0.46073812452711843,2000,59
streak,metric,,solvability,observable,task_specific,mse,4.2440810694564,3.1040613646158346,5.539646754261919,2000,59
streak,metric,,solvability,observable,task_specific,log_loss,0.6823184271679961,0.6215772160094347,0.749951514037765,2000,59
streak,metric,,solvability,observable,task_specific,brier,0.22707018314725447,0.21011543059125426,0.24420147548208299,2000,59
streak,metric,,macro,observable,task_specific,r_squared,0.4566439609009129,0.4089977971532677,0.500123428604984,2000,196
streak,metric,,macro,observable,task_specific,mse,2.082209516212519,1.700957965080143,2.502326466647116,2000,196
streak,metric,,macro,observable,task_specific,log_loss,0.6214919567575492,0.566260650842418,0.6810398157900152,2000,196
streak,metric,,macro,observable,task_specific,brier,0.20235083273312662,0.1835851870315444,0.22161207914977613,2000,196
