model,code,information_set,sharing,parameter_count,task_count,states,episodes,r_squared,pooled_task_balanced_r_squared,mse,pooled_task_balanced_mse,pearson_r,pooled_task_balanced_pearson_r,log_loss,pooled_task_balanced_log_loss,brier,pooled_task_balanced_brier,auc,pooled_task_balanced_auc
flexible_linear,M16,oracle,shared_architecture_task_observation,75,3,2477,314,0.8163794586380297,0.8896471601931257,0.5752755843798606,0.5752755843798606,0.9041562939810958,0.9432460971273088,0.5180002162315195,0.5180002162315194,0.1706853309506835,0.17068533095068353,0.8244161070016189,0.9132305701453909
oracle_policy,CEILING,oracle,shared_architecture_task_observation,0,3,2477,314,1.0,1.0,0.0,0.0,1.0,1.0,0.47044222486619364,0.47044222486619364,0.15244519443948057,0.15244519443948057,0.8569214995725069,0.9278077186572277
intercept,M0,oracle,fully_shared,1,3,2477,314,-0.6155141685688805,-2.1087652996687467e-05,5.213166390629893,5.213166390629893,6.488540338972188e-17,0.0,0.8395485671732382,0.8395485671732384,0.3019264210242273,0.3019264210242274,0.5,0.5
time,M1,oracle,fully_shared,3,3,2477,314,-0.32946600679598853,0.16789984815347103,4.337785071537992,4.337785071537993,0.11673682869510905,0.4102598242797608,0.7714105615300376,0.7714105615300376,0.27872925907140356,0.27872925907140356,0.5909741054578191,0.7747956154373145
previous_outcome,M2,oracle,fully_shared,3,3,2477,314,-0.5335624064859573,0.15012327080563526,4.4304553729090035,4.430455372909004,0.11497604754870723,0.3875878042093801,0.764979094277666,0.7649790942776659,0.2728550252992354,0.2728550252992354,0.6041018679665033,0.7912164116617189
streak,M3,oracle,fully_shared,4,3,2477,314,-0.47153478377728714,0.17324948118589167,4.309897132502354,4.309897132502355,0.13420755086314426,0.41647267157598095,0.7600413822473406,0.7600413822473404,0.2708622580937065,0.27086225809370645,0.5986184643257338,0.7801773616503007
choice_inertia,M4,oracle,fully_shared,5,3,2477,314,-0.2925369597492055,0.1917133143865396,4.213644127568509,4.213644127568509,0.30884454661068517,0.437910567331249,0.748197058922304,0.748197058922304,0.27100473586382506,0.27100473586382506,0.6484172874962811,0.8090652355941235
finite_history,M5,oracle,fully_shared,6,3,2477,314,-0.2894152907566636,0.1924908120176715,4.209590988520287,4.209590988520287,0.31429429836050843,0.4387761051036141,0.7489598268414026,0.7489598268414027,0.27139241822500443,0.27139241822500443,0.6471038520000734,0.8071279591992083
rescorla_wagner,M6,oracle,fully_shared,4,1,1800,78,0.28188141439232306,0.28188141439232306,1.6667663803118375,1.6667663803118375,0.5330824989454779,0.5330824989454779,0.5525502531596495,0.5525502531596495,0.15775306050008767,0.15775306050008767,0.7951959762640921,0.7951959762640921
bayesian,M7,oracle,fully_shared,4,1,1800,78,0.2868548310455733,0.2868548310455733,1.65522298923541,1.65522298923541,0.5373880415745621,0.5373880415745621,0.555833951806922,0.555833951806922,0.15778211859562347,0.15778211859562347,0.7901835312761065,0.7901835312761065
value_history_hybrid,M8,oracle,fully_shared,9,1,1800,78,0.5534829355206118,0.5534829355206118,1.0363742788804116,1.0363742788804116,0.7453475629456049,0.7453475629456049,0.49319481877309873,0.49319481877309873,0.1462488027677183,0.1462488027677183,0.8237677739404535,0.8237677739404535
termination_advantage,M9,oracle,fully_shared,2,3,2477,314,-0.40260440602386255,0.15656823499957284,4.396857410686525,4.396857410686525,0.27555658055566223,0.3957767372732557,0.7644578733998845,0.7644578733998845,0.26336602918929963,0.26336602918929963,0.585547283021568,0.7309773920986526
sticky_termination,M10,oracle,fully_shared,3,3,2477,314,-0.19838280920658916,0.26218897804706054,3.8462505138851832,3.8462505138851832,0.31060305583304554,0.5121871683881594,0.7191166133610253,0.7191166133610254,0.2501852652211758,0.2501852652211758,0.6099022882927065,0.8194191976859253
decomposed_meta_control,M11,oracle,fully_shared,7,3,2477,314,-0.31013217037957846,0.20275438737651919,4.156086390698239,4.156086390698238,0.3026763043676896,0.45043311241657064,0.7766083863805422,0.7766083863805424,0.2662144731309754,0.2662144731309754,0.6056251982505233,0.7410702595722006
mvt_like_foraging_threshold,M12,oracle,fully_shared,4,1,364,118,0.7166992975421412,0.7166992975421412,0.43440712249287056,0.43440712249287056,0.8499489950747828,0.8499489950747828,0.6433040707133691,0.6433040707133691,0.2231793535620614,0.2231793535620614,0.7496038307840706,0.7496038307840706
disengagement_accumulator,M13,oracle,fully_shared,2,3,2477,314,-0.40260440602386255,0.15656823499957284,4.396857410686525,4.396857410686525,0.27555658055566223,0.3957767372732557,0.7644578733998845,0.7644578733998845,0.26336602918929963,0.26336602918929963,0.585547283021568,0.7309773920986526
latent_commitment,M14,oracle,fully_shared,4,3,2477,314,-0.3639975985029496,0.1860646626525677,4.243090867977781,4.243090867977781,0.30407325787833966,0.4313718693235054,0.760586472749904,0.7605864727499038,0.2604637531952783,0.26046375319527837,0.6153255446753007,0.7505107711045139
generic_latent_value,M15,oracle,fully_shared,2,3,2477,314,-0.40260440602386255,0.15656823499957284,4.396857410686525,4.396857410686525,0.27555658055566223,0.3957767372732557,0.7644578733998845,0.7644578733998845,0.26336602918929963,0.26336602918929963,0.585547283021568,0.7309773920986526
flexible_linear,M16,oracle,fully_shared,25,3,2477,314,0.5087422192337544,0.6187633762214573,1.9874080441883137,1.9874080441883135,0.7326199571704722,0.7869666070455049,0.5918208838745085,0.5918208838745086,0.20070379954575504,0.20070379954575507,0.764847113010869,0.8870860927152318
oracle_policy,CEILING,oracle,fully_shared,0,3,2477,314,1.0,1.0,0.0,0.0,1.0,1.0,0.47044222486619364,0.47044222486619364,0.15244519443948057,0.15244519443948057,0.8569214995725069,0.9278077186572277
mlp,M17,oracle,shared_architecture_task_observation,3969,3,2477,314,0.6920332159133841,0.7591060220987814,1.255793907553615,1.2557939075536149,0.8496289872979311,0.8717924221762946,0.5479056615735692,0.5479056615735692,0.17693910624171694,0.17693910624171696,0.8022038601782517,0.8922912384867169
gru,M18,oracle,shared_architecture_task_observation,26881,3,2477,314,0.7171557980209323,0.7699089323983935,1.199477726234777,1.1994777262347773,0.8789412677831779,0.8783826005209847,0.5402602333319828,0.5402602333319828,0.175351483989269,0.17535148398926897,0.8197429784374409,0.9046958970845703
