stage,target,random_subspace,random_r_squared,random_mse,random_pearson_r,persistence_rank4_r_squared,random_meets_or_exceeds_persistence,random_r_squared_mean,random_r_squared_95th,persistence_percentile_among_random,empirical_p_value
l21,history_recent_choices,11,0.5688589647073798,0.2044477132171089,0.7854559400064685,0.4234693514441359,True,0.5703162883809162,0.8747847827073638,0.23,0.7722772277227723
l21,time_effort,11,0.4044910069530974,0.22283633718287174,0.7313529885014421,0.11366734714890044,True,0.3537426177154401,0.7112576723701379,0.19,0.8118811881188119
l21,cost_pressure,11,-0.022009940764185276,0.18206818994771864,0.06901867515190314,0.026309759574074627,False,-0.013099575178512514,0.04531092852285616,0.87,0.13861386138613863
l21,progress_solvability,11,0.14197112684343358,0.23555838564696033,0.27562881270707035,0.052022799370691396,True,0.19324335809244794,0.3522906701086371,0.08,0.9207920792079208
l21,estimated_continue_value,11,-0.3865938359513426,0.5340773512372824,0.14889301146062556,-0.47305469386488525,True,-0.6214256318828069,-0.21066241594305737,0.7,0.3069306930693069
l21,estimated_outside_value,11,0.014447292555160788,0.6809498212968442,0.16702572654527392,0.004548456915627923,True,-0.03572498711704658,0.04464938365785712,0.77,0.2376237623762376
l21,termination_advantage,11,-0.12181820222643136,1.166496945185666,0.22516488634972417,-0.13057366916992627,True,-0.37197551860458683,-0.041789477592792605,0.81,0.19801980198019803
l21,history_finite_prediction,12,0.2781240630592646,1.7018667732089836,0.685504782558445,0.26640694883284266,True,-0.07859338581695621,0.44770878722747176,0.79,0.21782178217821782
l21,history_summary,12,0.5057273265103793,0.21397793944875368,0.742238856583387,0.2120931504072684,True,0.41499064931620483,0.6061581246477328,0.1,0.900990099009901
l21,history_recent_outcomes,12,0.019721652922056743,3.8617106050071346,0.43999103536602274,0.011912039646849023,True,-0.04311780601354851,0.15533662796266962,0.61,0.39603960396039606
l21,history_recent_choices,12,0.6074234752842343,0.18629921916080394,0.8473546627020196,0.4234693514441359,True,0.5703162883809162,0.8747847827073638,0.23,0.7722772277227723
l21,time_effort,12,0.22735682492502107,0.29565441224207784,0.8523285848496696,0.11366734714890044,True,0.3537426177154401,0.7112576723701379,0.19,0.8118811881188119
l21,cost_pressure,12,-0.032565521391373885,0.19188750723437376,0.0472067929667555,0.026309759574074627,False,-0.013099575178512514,0.04531092852285616,0.87,0.13861386138613863
l21,progress_solvability,12,0.30798782427208515,0.20112401126247878,0.5973779802373406,0.052022799370691396,True,0.19324335809244794,0.3522906701086371,0.08,0.9207920792079208
l21,estimated_continue_value,12,-0.9448316613629211,0.7173488350259326,0.010254936437393947,-0.47305469386488525,False,-0.6214256318828069,-0.21066241594305737,0.7,0.3069306930693069
l21,estimated_outside_value,12,-0.01860992739050693,0.7403465645238381,0.0830298192577603,0.004548456915627923,False,-0.03572498711704658,0.04464938365785712,0.77,0.2376237623762376
l21,termination_advantage,12,-0.6562108011404039,1.5260976659247978,0.0760590818851779,-0.13057366916992627,False,-0.37197551860458683,-0.041789477592792605,0.81,0.19801980198019803
l21,history_finite_prediction,13,-0.2952131790749412,3.4872336177041476,0.0029575049690335384,0.26640694883284266,False,-0.07859338581695621,0.44770878722747176,0.79,0.21782178217821782
l21,history_summary,13,0.3839738882972197,0.2517513045327128,0.6585500211917976,0.2120931504072684,True,0.41499064931620483,0.6061581246477328,0.1,0.900990099009901
l21,history_recent_outcomes,13,-0.02700437422978726,3.770362824947515,0.4888242815808092,0.011912039646849023,False,-0.04311780601354851,0.15533662796266962,0.61,0.39603960396039606
l21,history_recent_choices,13,0.622844980159454,0.17943033660245478,0.8197291715590601,0.4234693514441359,True,0.5703162883809162,0.8747847827073638,0.23,0.7722772277227723
l21,time_effort,13,0.338149608365007,0.30165763926763706,0.6560675938140633,0.11366734714890044,True,0.3537426177154401,0.7112576723701379,0.19,0.8118811881188119
l21,cost_pressure,13,0.025230630530902205,0.16920563617995799,0.11830447363017031,0.026309759574074627,False,-0.013099575178512514,0.04531092852285616,0.87,0.13861386138613863
l21,progress_solvability,13,0.1445187946815153,0.2292830073138468,0.42836011291541976,0.052022799370691396,True,0.19324335809244794,0.3522906701086371,0.08,0.9207920792079208
l21,estimated_continue_value,13,-0.7033226317767455,0.6456400844138647,-0.05665755216594732,-0.47305469386488525,False,-0.6214256318828069,-0.21066241594305737,0.7,0.3069306930693069
l21,estimated_outside_value,13,-0.0425531810163835,0.7410352090861908,0.03513282065516258,0.004548456915627923,False,-0.03572498711704658,0.04464938365785712,0.77,0.2376237623762376
l21,termination_advantage,13,-0.37865718488827177,1.3997711488249711,-0.001311621412140234,-0.13057366916992627,False,-0.37197551860458683,-0.041789477592792605,0.81,0.19801980198019803
l21,history_finite_prediction,14,-0.8100837504010173,3.4472010948916907,0.22894143266725153,0.26640694883284266,False,-0.07859338581695621,0.44770878722747176,0.79,0.21782178217821782
l21,history_summary,14,0.5305095911559498,0.2024622157830646,0.7652731996644203,0.2120931504072684,True,0.41499064931620483,0.6061581246477328,0.1,0.900990099009901
l21,history_recent_outcomes,14,0.08301964387788503,3.3767125457137612,0.5271120786386351,0.011912039646849023,True,-0.04311780601354851,0.15533662796266962,0.61,0.39603960396039606
l21,history_recent_choices,14,0.4632164331927712,0.25074077347048884,0.8591734553484348,0.4234693514441359,True,0.5703162883809162,0.8747847827073638,0.23,0.7722772277227723
l21,time_effort,14,0.26755624029114705,0.35065212646574123,0.8096314149629661,0.11366734714890044,True,0.3537426177154401,0.7112576723701379,0.19,0.8118811881188119
l21,cost_pressure,14,-0.029147413819310703,0.21374051718687018,0.06554782804026311,0.026309759574074627,False,-0.013099575178512514,0.04531092852285616,0.87,0.13861386138613863
l21,progress_solvability,14,0.2518117481083162,0.2037850126398092,0.5339366309686032,0.052022799370691396,True,0.19324335809244794,0.3522906701086371,0.08,0.9207920792079208
l21,estimated_continue_value,14,-0.47731538904090137,0.5610565103448101,0.3441103034035892,-0.47305469386488525,False,-0.6214256318828069,-0.21066241594305737,0.7,0.3069306930693069
l21,estimated_outside_value,14,0.01658549693024573,0.8117972090696988,0.26602119839791144,0.004548456915627923,True,-0.03572498711704658,0.04464938365785712,0.77,0.2376237623762376
l21,termination_advantage,14,-0.6463175142696718,1.2930415906165609,0.36084115772893005,-0.13057366916992627,False,-0.37197551860458683,-0.041789477592792605,0.81,0.19801980198019803
l21,history_finite_prediction,15,0.06065068076240291,2.5142304199818253,0.5709319919579262,0.26640694883284266,False,-0.07859338581695621,0.44770878722747176,0.79,0.21782178217821782
l21,history_summary,15,0.3104950092605513,0.28515043030381193,0.6240575738778645,0.2120931504072684,True,0.41499064931620483,0.6061581246477328,0.1,0.900990099009901
l21,history_recent_outcomes,15,-0.18382771855647906,3.760002678898988,0.4236924800418153,0.011912039646849023,False,-0.04311780601354851,0.15533662796266962,0.61,0.39603960396039606
l21,history_recent_choices,15,0.25483799742392793,0.35462009571158787,0.6755234383452597,0.4234693514441359,False,0.5703162883809162,0.8747847827073638,0.23,0.7722772277227723
l21,time_effort,15,-0.18156534358786894,0.5310157990445256,0.4859654408823611,0.11366734714890044,False,0.3537426177154401,0.7112576723701379,0.19,0.8118811881188119
l21,cost_pressure,15,0.08907240419279272,0.16700211824954678,0.232032296259957,0.026309759574074627,True,-0.013099575178512514,0.04531092852285616,0.87,0.13861386138613863
l21,progress_solvability,15,0.1687480335899941,0.2160846850578222,0.49411039694141307,0.052022799370691396,True,0.19324335809244794,0.3522906701086371,0.08,0.9207920792079208
l21,estimated_continue_value,15,-0.6497975454795296,0.6280630080774565,0.040149317881767684,-0.47305469386488525,False,-0.6214256318828069,-0.21066241594305737,0.7,0.3069306930693069
l21,estimated_outside_value,15,0.043167192647822206,0.7013474255296529,0.21728018724153517,0.004548456915627923,True,-0.03572498711704658,0.04464938365785712,0.77,0.2376237623762376
l21,termination_advantage,15,-0.5825721643561385,1.27841452147958,0.1723297943414588,-0.13057366916992627,False,-0.37197551860458683,-0.041789477592792605,0.81,0.19801980198019803
l21,history_finite_prediction,16,-0.5969076347080583,3.2801088536312064,0.5583296888258494,0.26640694883284266,False,-0.07859338581695621,0.44770878722747176,0.79,0.21782178217821782
