heldout_task,model,sharing,information_set,selected_hyperparameters,macro_log_loss,macro_brier,macro_auc,state_weighted_log_loss,episode_weighted_log_loss,tasks,states,null_log_loss,delta_log_loss_vs_null
solvability,finite_history,hierarchical,observable,"{""history_lag"": 1, ""penalty"": 0.01}",0.673416276817874,0.237202766044825,0.593864468864469,0.6734162768178741,1.079218240820358,1,313,0.681668412264453,0.00825213544657899
solvability,exponential_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.619496934786448,0.214399174548955,0.7352607709750567,0.619496934786448,0.7103727001347588,1,313,0.681668412264453,0.062171477478005
solvability,exponential_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.610310314454897,0.211710966382888,0.7516570730856446,0.6103103144548967,0.8215423119376017,1,313,0.681668412264453,0.07135809780955593
solvability,perseveration,fully_shared,observable,"{""history_decay"": 0.95, ""penalty"": 0.01}",0.709459828981504,0.258053844282832,0.5669806384092098,0.7094598289815037,0.6770778801791915,1,313,0.681668412264453,-0.027791416717050987
solvability,perseveration,hierarchical,observable,"{""history_decay"": 0.7, ""penalty"": 0.01}",0.685516780251349,0.244458576192854,0.4820338391766963,0.6855167802513491,0.9508864363218991,1,313,0.681668412264453,-0.0038483679868960285
solvability,dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.63243042666395,0.220335673807135,0.6359672073957788,0.6324304266639503,0.7833505250287329,1,313,0.681668412264453,0.049237985600502965
solvability,dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.636358271755017,0.222739788535061,0.6572475143903715,0.6363582717550169,0.9198981811323278,1,313,0.681668412264453,0.04531014050943594
solvability,dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",0.674048383416907,0.239765438952279,0.5167669631955346,0.6740483834169072,0.9202727199945431,1,313,0.681668412264453,0.007620028847545979
solvability,dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",0.673679600650157,0.239606918513612,0.5167669631955346,0.673679600650157,0.9180271061378791,1,313,0.681668412264453,0.007988811614295988
solvability,option_termination,fully_shared,observable,"{""penalty"": 0.01}",0.654968745679203,0.231321906616705,0.5656506192220478,0.6549687456792034,0.8169146689204188,1,313,0.681668412264453,0.026699666585249915
solvability,option_termination,hierarchical,observable,"{""penalty"": 0.01}",0.654652326678143,0.231189566907799,0.5655197976626548,0.6546523266781433,0.8105857906065823,1,313,0.681668412264453,0.027016085586309968
solvability,competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.622615381150253,0.217773962364308,0.7476888191173905,0.6226153811502532,0.8665721650739909,1,313,0.681668412264453,0.059053031114199905
solvability,competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.628025244301859,0.220502941703851,0.7583289726146869,0.6280252443018592,0.8995072893933557,1,313,0.681668412264453,0.05364316796259394
solvability,latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.95}",1.760342726298627,0.466546431891669,0.36638758067329497,1.760342726298627,1.1224498879617644,1,313,0.681668412264453,-1.0786743140341741
solvability,latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.95}",0.882867423222162,0.326724635700836,0.3700505843362986,0.8828674232221623,1.060053503593946,1,313,0.681668412264453,-0.2011990109577091
solvability,sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",0.686496533122785,0.246796645863587,0.5293476364904935,0.6864965331227851,0.7246225457919933,1,313,0.681668412264453,-0.004828120858332063
solvability,sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",0.662542704575361,0.234925296522989,0.533751962323391,0.6625427045753615,0.8400416705662823,1,313,0.681668412264453,0.019125707689091942
solvability,flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",0.700869900370476,0.247517686867311,0.46027385313099606,0.7008699003704757,1.0085798949765867,1,313,0.681668412264453,-0.019201488106023068
solvability,flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",0.70677409891946,0.247469175370372,0.5082635618349904,0.7067740989194597,1.1362894079501842,1,313,0.681668412264453,-0.02510568665500701
solvability,mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",0.766291831888332,0.280495811190632,0.46642246642246643,0.7662918318883317,0.9353979146931206,1,313,0.681668412264453,-0.08462341962387909
solvability,mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",0.729529140656728,0.263386492412628,0.47762951334379905,0.7295291406567278,0.9646152120245924,1,313,0.681668412264453,-0.047860728392275065
solvability,gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",0.652940873793872,0.220501146837493,0.693179836036979,0.6529408737938723,0.9373886444220514,1,313,0.681668412264453,0.02872753847058096
solvability,gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",0.697669434471419,0.238800398983175,0.676391069248212,0.6976694344714193,1.0704346809372296,1,313,0.681668412264453,-0.016001022206966087
