heldout_task,model,sharing,requested_pairs,adaptation_pairs,adaptation_recorded_episodes,macro_log_loss,macro_brier,macro_auc,state_weighted_log_loss,episode_weighted_log_loss,tasks,states
information_sampling,latent_commitment,hierarchical,1,1,2,1.869427315756776,0.423027986439327,0.5252525252525253,1.8694273157567765,1.077048881119693,1,40
information_sampling,latent_commitment,hierarchical,4,4,8,0.842164416371174,0.314632271458701,0.5454545454545454,0.8421644163711737,1.0567773973034364,1,40
information_sampling,latent_commitment,hierarchical,8,8,16,0.791872278009554,0.281979492546376,0.48484848484848486,0.791872278009554,0.7111523865102145,1,40
information_sampling,latent_commitment,hierarchical,16,16,32,0.983789169132771,0.366640454695358,0.5151515151515151,0.9837891691327709,1.2916632215454116,1,40
information_sampling,latent_commitment,hierarchical,32,32,64,0.8931956868709,0.33540858856618,0.5252525252525252,0.8931956868709005,1.1305433316703957,1,40
information_sampling,flexible_linear,fully_shared,0,0,0,0.733045991849306,0.269242239647456,0.5353535353535354,0.733045991849306,0.8415957127092176,1,40
information_sampling,flexible_linear,fully_shared,1,1,2,1.336391452080211,0.397747930506906,0.5252525252525253,1.3363914520802114,0.8613916406996835,1,40
information_sampling,flexible_linear,fully_shared,4,4,8,0.804059447551895,0.297150211814771,0.5656565656565656,0.8040594475518954,1.0471849759382446,1,40
information_sampling,flexible_linear,fully_shared,8,8,16,0.80345254252816,0.296959338556827,0.5151515151515151,0.8034525425281597,0.6911013729445322,1,40
information_sampling,flexible_linear,fully_shared,16,16,32,0.901486512763786,0.338763429132647,0.5858585858585859,0.9014865127637863,1.1464956998713787,1,40
information_sampling,flexible_linear,fully_shared,32,32,64,0.843209351277525,0.317151277579565,0.5252525252525253,0.8432093512775254,1.0159866795691825,1,40
information_sampling,flexible_linear,hierarchical,0,0,0,0.807837808973841,0.299652939693792,0.5353535353535355,0.8078378089738412,1.033464643460837,1,40
information_sampling,flexible_linear,hierarchical,1,1,2,1.75412154824489,0.431258169352493,0.595959595959596,1.7541215482448904,1.079967791642096,1,40
information_sampling,flexible_linear,hierarchical,4,4,8,0.790196935172515,0.290980672812341,0.5921717171717171,0.7901969351725145,1.0331772693425998,1,40
information_sampling,flexible_linear,hierarchical,8,8,16,0.865695227725553,0.318755831775771,0.5075757575757576,0.8656952277255534,0.7315587804724611,1,40
information_sampling,flexible_linear,hierarchical,16,16,32,0.906812693010952,0.342501430582983,0.6237373737373738,0.9068126930109525,1.1284169956765346,1,40
information_sampling,flexible_linear,hierarchical,32,32,64,0.852452467764987,0.321062488377006,0.5340909090909092,0.8524524677649865,0.9991987528651662,1,40
partial_reinforcement,finite_history,fully_shared,0,0,0,1.104973144829419,0.40303847379957,0.625,1.1049731448294193,1.290855056010223,1,20
partial_reinforcement,finite_history,fully_shared,1,1,2,0.652635894760569,0.211949306072217,0.625,0.6526358947605688,0.600383728074868,1,20
partial_reinforcement,finite_history,fully_shared,4,4,8,0.629593645861385,0.219004025538013,0.7083333333333333,0.6295936458613848,0.714295217697689,1,20
