layer,task,analysis,source_task,target_task,variable,r_squared,pearson_r
8,bandit,cross_task_readout,solvability,bandit,persistence_logit,-84.06566260366243,0.7504524294515
8,foraging,cross_task_readout,solvability,foraging,persistence_logit,-76.90562415001902,0.8272989254163559
9,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9995014119541864,0.9997508697208256
9,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9541780679365921,0.9768222802167625
9,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9985897319903686,0.9992947530338626
9,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.9213214481695845,0.9599696425309248
9,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.9302606420159617,0.9647056581180461
9,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9462541725647317,0.972763050422863
9,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.5423309202556572,0.7532360432102863
9,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.7154614848090927,0.8471770810933529
9,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9999653483238443,0.999983419553928
9,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9980673622928937,0.9990387216891685
9,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9996992169227331,0.9998573739492276
9,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9895960993497067,0.994804181688044
9,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9781130128914957,0.9892120913267024
9,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9651030304463927,0.9831658689275758
9,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9930430257880041,0.9965605385751775
9,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.8404132636482143,0.9170997565330076
9,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9999337721441351,0.9999669533130693
9,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9877219811820981,0.9939899197535886
9,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9998958087947886,0.9999480008987134
9,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9751414239994847,0.9877121259010331
9,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9792770256955259,0.9895945255725985
9,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9845990257091882,0.9923034860954819
9,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9853480727658086,0.9927261409903352
9,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7196860027108484,0.8638103594805351
9,foraging,cross_task_readout,bandit,foraging,persistence_logit,-13.600953877655988,0.8060969754971598
9,solvability,cross_task_readout,bandit,solvability,persistence_logit,-1.4101324110861269,-0.009518866371306228
9,bandit,cross_task_readout,foraging,bandit,persistence_logit,-23.217700164040952,0.4900908098397537
9,solvability,cross_task_readout,foraging,solvability,persistence_logit,-2.6229036633857863,0.6576634865031475
9,bandit,cross_task_readout,solvability,bandit,persistence_logit,-11.219616562495455,-0.6782104638290831
9,foraging,cross_task_readout,solvability,foraging,persistence_logit,-51.9859307921489,-0.40925495742649687
10,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9994511926731785,0.9997273203664969
10,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9780568864792303,0.9889791009734121
10,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9984410895534928,0.999228406729914
10,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.920636364999804,0.9595592254929587
10,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.9388199454659275,0.9689339598548352
10,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.947701795654875,0.9735069148898066
10,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.5573005005301754,0.7571761166047233
10,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.7364360252393409,0.8584256946585753
10,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9999688606355156,0.9999844789217484
10,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9987609530052409,0.999387774061335
10,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9998088260935468,0.99990890767598
10,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9935432406960484,0.9967851225689787
10,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9857137726326074,0.993054339499072
10,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9608615512909114,0.9812431006073564
10,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9907809214162516,0.9954566495362094
10,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.7895561418714039,0.8932971087360317
10,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9999357560040578,0.9999678864517694
10,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9945452186067028,0.9972825228791656
10,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9998765281490894,0.9999391088266032
10,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9843634597814441,0.9921710276496326
10,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9833585666841193,0.9918327307847249
10,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9887348510367102,0.9943583023018627
10,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9842226141540872,0.9921047857350707
10,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.770404897493946,0.8811713391282725
10,foraging,cross_task_readout,bandit,foraging,persistence_logit,-16.013487602026355,0.8352590104155774
10,solvability,cross_task_readout,bandit,solvability,persistence_logit,-0.5176779290454441,0.0034671705602095167
10,bandit,cross_task_readout,foraging,bandit,persistence_logit,-10.535117047303189,0.23581087461972972
10,solvability,cross_task_readout,foraging,solvability,persistence_logit,-1.6484377415612013,-0.10738889943958874
10,bandit,cross_task_readout,solvability,bandit,persistence_logit,-50.81768004131099,0.3204860387329073
10,foraging,cross_task_readout,solvability,foraging,persistence_logit,-8.419485998200567,-0.004444041541843812
11,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9992319611891335,0.9996161580861155
11,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9761185914391837,0.9880124617338201
11,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9981112363893189,0.9990626093509959
11,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.9004085634151947,0.9492566507518424
11,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.9310176010761088,0.9649821453122891
11,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9408457453807175,0.970076698682028
11,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.5523834860805783,0.7561892831192436
11,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.7288297987057184,0.8540433169603242
11,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9999762656477348,0.9999882738788903
11,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9990163213292098,0.9995091913389601
11,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9998091404729911,0.9999076427669267
11,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9892776864616913,0.9946799109812244
11,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9817501300294434,0.9909008769355746
11,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.958263619099983,0.980990965081811
11,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9879876245106131,0.9940582737954319
11,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.5379087735300425,0.7764577778405639
11,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9999468257961744,0.9999737289411589
11,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9918129640223081,0.9959433555813114
11,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9998978049163231,0.999948952438027
11,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9808378947264238,0.990440378250432
11,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9728164390636164,0.9864949545936091
11,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9852079928437758,0.9925815532027179
11,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9849562442008677,0.9926249422284142
11,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.8333535288072438,0.9132343063156533
11,foraging,cross_task_readout,bandit,foraging,persistence_logit,-3.7659621885279995,0.4281888815211648
11,solvability,cross_task_readout,bandit,solvability,persistence_logit,-1.3065896865371123,-0.17676110990390304
11,bandit,cross_task_readout,foraging,bandit,persistence_logit,-1.3518305179281218,0.3749862535807691
11,solvability,cross_task_readout,foraging,solvability,persistence_logit,-0.8605063956482728,-0.16473935197470238
11,bandit,cross_task_readout,solvability,bandit,persistence_logit,-185.62745300252385,0.41858461577803036
11,foraging,cross_task_readout,solvability,foraging,persistence_logit,-63.60160148031119,-0.733042514493518
12,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.999195730294317,0.9995983408415398
12,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9637820766313294,0.9818484363470956
12,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9974492570012155,0.9987270561602581
12,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8662226681205423,0.9313704310591363
12,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.9216475612004982,0.9601154734975041
12,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.93647798960692,0.9678693052717717
12,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.4800851899979508,0.7042313888125635
12,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6963704631869327,0.8347771150837183
12,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9999286646833576,0.9999643331224327
12,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9971935213002746,0.9986064141910462
12,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9997253412344609,0.9998700588114496
12,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9890426982902031,0.9945772770351841
12,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9690881921848958,0.9848335191591139
12,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9651139615943458,0.9833567642133676
12,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9922265943757972,0.9961355807393228
12,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.7075156138617233,0.8513882489953596
12,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9999605520090594,0.9999803991884497
12,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9928242259933681,0.9964147995694034
12,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9998913350418129,0.9999458176755314
12,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.978190835883076,0.9890432365904804
12,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9776232528443913,0.9887629352521659
12,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9839778885002213,0.9919665582053034
12,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9759691384863647,0.9880584784645295
12,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7558884045953532,0.8723298998449285
12,foraging,cross_task_readout,bandit,foraging,persistence_logit,-11.924217079124725,0.6810006585933409
12,solvability,cross_task_readout,bandit,solvability,persistence_logit,-0.655844755013369,-0.027713631047584866
12,bandit,cross_task_readout,foraging,bandit,persistence_logit,-50.918076063835564,-0.5026766002581098
12,solvability,cross_task_readout,foraging,solvability,persistence_logit,-0.9860503379754479,0.1257276036915098
12,bandit,cross_task_readout,solvability,bandit,persistence_logit,-9.99163781001039,0.5713956655024399
12,foraging,cross_task_readout,solvability,foraging,persistence_logit,-39.877723672005004,0.791505035920843
13,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9988039398559693,0.999411960276296
13,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9476227564384971,0.9735910977499321
13,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9976907537811509,0.9988456549591835
13,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8763397851881438,0.9365458058460066
13,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.9222622438666236,0.9604312201141594
13,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9346479245365602,0.9668393346308622
13,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.5508331272664563,0.7459996682799122
13,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6536960721335061,0.8087169547820942
13,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9999230370988393,0.9999618942930393
13,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9977245899348708,0.9988729215260608
13,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9995013801718458,0.9997522624401771
13,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9881528507191386,0.9941590042875519
13,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9468701533533804,0.9735713682321216
13,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9659338988186181,0.9828348007334855
13,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9894449256288119,0.9947351844672798
13,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.769567450100118,0.8836408473498705
13,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9999090851197064,0.999954662578851
13,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9954933902468913,0.9978308528203605
13,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9998543997830863,0.9999277123609688
13,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9789864753448873,0.9895705283646452
13,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9824848375128861,0.9913922445578991
13,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9862923018233626,0.9931237650208453
13,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9882679101786933,0.9941502242022597
13,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7903209967601893,0.8942652627644319
13,foraging,cross_task_readout,bandit,foraging,persistence_logit,-21.680319413607595,0.6385650293161896
13,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.5048072276830278,0.7147663611872953
13,bandit,cross_task_readout,foraging,bandit,persistence_logit,-6.39930557113843,0.5917314316770379
13,solvability,cross_task_readout,foraging,solvability,persistence_logit,-0.08763021752133482,0.28009864495976955
13,bandit,cross_task_readout,solvability,bandit,persistence_logit,-105.88975644800398,0.24370904486143213
13,foraging,cross_task_readout,solvability,foraging,persistence_logit,-34.95776011449565,-0.6807449578486745
14,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9982439031984438,0.9991218970520588
14,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9515918735325494,0.9755546379432307
14,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.997649898006016,0.9988244350603277
14,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8783539867048926,0.9380298043750532
14,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.9234403791314248,0.9612648225141377
14,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9312752097200923,0.9655922543653679
14,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.48658595303247365,0.7089705340150539
14,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6554666844108088,0.8096470927526463
14,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9999157378977687,0.9999590103629884
14,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9950214543366086,0.9975376917577886
14,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9992699058000972,0.9996390450953485
14,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9841721827652821,0.9921822263235832
14,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9787144972009371,0.9895107719099375
14,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9536499360191995,0.977153040877849
14,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9886055087224976,0.9943074024663391
14,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.8328478478127412,0.9208983349056674
14,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9998999205652962,0.999950032784094
14,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.995301380484621,0.9976915549260413
14,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9998588149610371,0.999929514947996
14,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9785612394324563,0.9893523171409927
14,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9864627225891662,0.9932751072074028
14,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9857701444467025,0.9929341166110669
14,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9697787355349846,0.9849646680352556
14,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.825388052233979,0.9103701383378341
14,foraging,cross_task_readout,bandit,foraging,persistence_logit,-15.356000388523544,0.031871416014530855
14,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.4975976280220461,0.7209918999728345
14,bandit,cross_task_readout,foraging,bandit,persistence_logit,-26.303069696688404,0.4459934213287147
14,solvability,cross_task_readout,foraging,solvability,persistence_logit,-0.5876666254800587,-0.00846134614814374
14,bandit,cross_task_readout,solvability,bandit,persistence_logit,-19.207871462799698,-0.4768273259505447
14,foraging,cross_task_readout,solvability,foraging,persistence_logit,-9.035926578790322,-0.41092135217594083
15,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9985662613397179,0.9992843538564754
15,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.949094833359451,0.9746053077764965
15,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9958776021733742,0.9979374506095415
15,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8754047751919142,0.9369777552425612
15,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8859501748669782,0.9414201789714051
15,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.924499099806292,0.9620785241980017
15,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.525450059655564,0.7382537329983266
15,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6566137422194425,0.8105474089107251
15,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.99992923809419,0.9999654832074821
15,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9939165042640067,0.9969690869301617
15,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9992958358015946,0.9996576451649888
15,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9858806661972895,0.9930325103529861
15,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9782546404830578,0.9892330350781956
15,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9454902928842213,0.9725500909012985
15,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9932037230214871,0.9966187131660358
15,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.8670252885930572,0.9317592563028676
15,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.999890749621906,0.9999455212245966
15,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9947367724388236,0.997474342894845
15,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9997015421091934,0.9998524270598667
15,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9838993358453317,0.9919644963878934
15,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9846589292703015,0.9923738436593925
15,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.984280814133251,0.9921329685193256
15,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9846167198754587,0.992455193951101
15,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7484530656241052,0.8745646450633889
15,foraging,cross_task_readout,bandit,foraging,persistence_logit,-19.04875634973725,0.7245103957241533
15,solvability,cross_task_readout,bandit,solvability,persistence_logit,-0.8515154169370838,0.7453043471545618
15,bandit,cross_task_readout,foraging,bandit,persistence_logit,-28.80032894176441,-0.20359158728238455
15,solvability,cross_task_readout,foraging,solvability,persistence_logit,-0.045079143757761564,0.36054352189503525
15,bandit,cross_task_readout,solvability,bandit,persistence_logit,-10.644825892110914,-0.37281691206871537
15,foraging,cross_task_readout,solvability,foraging,persistence_logit,-3.3595416329684014,0.7332770567240862
16,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9979813598285302,0.9989903266439741
16,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9420612524767561,0.9720167005750915
16,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.995600409276585,0.9977998622474955
16,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8724852504629106,0.9350727193089439
16,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.9061684472401276,0.9531925586995409
16,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9181266697778735,0.9584289445515484
16,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.5312914409483397,0.7371228292617422
16,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6686747580541511,0.8180016478864098
16,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9999281936420178,0.9999657666339221
16,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9987416578832886,0.9993710110166001
16,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9989453716318938,0.9994955268883944
16,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.98646964949025,0.9932494047824276
16,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9743830781554685,0.9880762357420538
16,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9611124734213164,0.980368681677037
16,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9846062028722692,0.9923133874317673
16,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.7715147830937428,0.889414243697812
16,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.999852506376902,0.999926566876061
16,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9968232563525198,0.998417935571599
16,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9996260559682093,0.9998159681688303
16,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9777830511054315,0.9888296086603758
16,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9857675096995778,0.992903110054687
16,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.979337149989292,0.9896270935063669
16,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9840884381929831,0.9920677309361702
16,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7424827031479331,0.8649630895049956
16,foraging,cross_task_readout,bandit,foraging,persistence_logit,-8.831237403313477,0.8180686012856895
16,solvability,cross_task_readout,bandit,solvability,persistence_logit,-0.5869675089436215,0.4362536545986653
16,bandit,cross_task_readout,foraging,bandit,persistence_logit,-11.4017521537733,-0.12503880847839852
16,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.0396309392067109,0.4439611653109858
16,bandit,cross_task_readout,solvability,bandit,persistence_logit,-1.1698389710328256,0.1440121127439923
16,foraging,cross_task_readout,solvability,foraging,persistence_logit,-5.643184604762415,0.6012269666221337
17,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9968954258840779,0.9984470952935609
17,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9641248253964992,0.9820265952148763
17,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9944709366699672,0.9972699609866261
17,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8668816581526442,0.9315473112892053
17,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8930897473583644,0.9450663215285798
17,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9156169851299708,0.9572698909835768
17,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.4539901214423777,0.6833835527617513
17,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.60682941222884,0.7789935842518667
17,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9997924630459573,0.9998988588546325
17,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9960218390281211,0.9980265793987717
17,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9984613305523606,0.9992313751925627
17,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9918596255873763,0.995980914774115
17,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9862817867968627,0.9931549827540281
17,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9349948235012293,0.9675986031918357
17,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9718395233256413,0.985986100420078
17,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.3138300529128505,0.7201077732694872
17,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9995156149630935,0.9997596249287845
17,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9911434511248152,0.9955940088872902
17,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9993165234137432,0.9996591623590175
17,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9741293366432604,0.9870320402148756
17,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9858898139176001,0.9929308812276623
17,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9833364364795962,0.9917533953712453
17,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9693136092127856,0.9846384625081844
17,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.787310100988389,0.8926239777823299
17,foraging,cross_task_readout,bandit,foraging,persistence_logit,-1.26481877292044,0.8133118119431788
17,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.45325357263530186,0.8247935522842619
17,bandit,cross_task_readout,foraging,bandit,persistence_logit,-7.756862031688726,0.1091601216952443
17,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.2848921194022417,0.5609499971522162
17,bandit,cross_task_readout,solvability,bandit,persistence_logit,-6.22227885281804,0.2609080254755679
17,foraging,cross_task_readout,solvability,foraging,persistence_logit,-0.8833440561853272,0.8057913974290432
18,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9954328987497124,0.9977138737094332
18,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9675520733485,0.9836763474518935
18,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9926604018369329,0.9963359397229656
18,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8906317905059121,0.9438973975721936
18,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.907125963859647,0.9527659577986637
