layer,task,analysis,source_task,target_task,variable,r_squared,pearson_r
18,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9187946638230426,0.9586359323652386
18,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.4241262618676582,0.6635393002939066
18,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6232762049696409,0.7895872976921633
18,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9997611889750317,0.9998837196138305
18,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9966366212729197,0.9983257815282169
18,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.998387949715559,0.9992400899147295
18,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9885064227871636,0.9943016672517758
18,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9775654901131117,0.9887218651351988
18,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.959442241722248,0.9795920373043198
18,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.953070294252901,0.9767465285992923
18,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.5018918375954884,0.7433545279721913
18,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9997034479510584,0.9998525289571965
18,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9936078655030498,0.996815719589342
18,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.999315472419336,0.9996679455058785
18,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9799006003109032,0.9899209429514275
18,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9862970804926905,0.9931786172454231
18,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9873229304018242,0.9936947079821291
18,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9578766866506923,0.978977676601869
18,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7264933189587275,0.8667552968986622
18,foraging,cross_task_readout,bandit,foraging,persistence_logit,-1.995688912841962,0.8195070584026122
18,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.31007071625244,0.7520817151526171
18,bandit,cross_task_readout,foraging,bandit,persistence_logit,-9.13522222527378,0.2623141289735332
18,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.09700575160889202,0.37696599682902265
18,bandit,cross_task_readout,solvability,bandit,persistence_logit,-6.158624219926298,0.4910979559087723
18,foraging,cross_task_readout,solvability,foraging,persistence_logit,-0.04057736624307262,0.6348299349850822
19,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9966160446099113,0.9983187489537835
19,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9493464689538985,0.9744905885094689
19,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9937468399030437,0.996868651491384
19,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8739578726461715,0.9364371008212298
19,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8847017961412481,0.9405926760671943
19,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9173743839973586,0.958532217721651
19,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.3904345476982727,0.6377695076459095
19,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.625985891052334,0.7913410473233434
19,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9997966803968547,0.9998990646924052
19,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9973095229635993,0.9986579586086064
19,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9992353621534668,0.9996425611132315
19,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9924823958690567,0.9962508097836265
19,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9780081897421413,0.9892538417150376
19,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9261752959666004,0.9629121097729331
19,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.98001957060025,0.9900152915312466
19,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.7118679884358898,0.8488532026522286
19,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9997032025186902,0.9998535644396622
19,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9911553395069671,0.9956262079635113
19,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9994736237271841,0.9997406645633401
19,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9777409326660603,0.988865975532732
19,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9604742873343812,0.9803793874276429
19,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9892469351914985,0.9946759735332541
19,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9715903259522873,0.9860255891277003
19,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.8025100027414664,0.9031530047670524
19,foraging,cross_task_readout,bandit,foraging,persistence_logit,-4.646016302430309,0.17250863090191854
19,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.08651183648982452,0.9185069950265625
19,bandit,cross_task_readout,foraging,bandit,persistence_logit,-8.408327866775139,0.5945476713822128
19,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.32801650544148986,0.5950697429567425
19,bandit,cross_task_readout,solvability,bandit,persistence_logit,-1.5415914224677918,0.4365389963931345
19,foraging,cross_task_readout,solvability,foraging,persistence_logit,-3.977915912614735,0.14180429224445
20,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.995588422126015,0.9978141611698362
20,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9482702000479634,0.9744512807286593
20,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9948742003226413,0.9974374715027082
20,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8700862875414577,0.9339138478694825
20,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8821837647776967,0.9392916372853453
20,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9138441982081604,0.957274942415627
20,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.26234017620936656,0.5578563505233066
20,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6009074863562547,0.77598050398078
20,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9998647696961078,0.9999325600736845
20,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9952435566227579,0.9976221738848222
20,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9982408492027555,0.9992025512499016
20,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9910332590650704,0.9955543877472288
20,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9540479260347969,0.9768163311319343
20,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9527519306888266,0.977578884215651
20,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9867526437842784,0.9933711167657197
20,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.6906455558723732,0.839737008861191
20,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9995285912950292,0.9997651391962658
20,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9916062096119416,0.9958980040102093
20,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.999524444308237,0.9997627653292264
20,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9824283959600916,0.9911755519372241
20,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9770640799552903,0.9885299158457237
20,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9822901783302921,0.9912346391135476
20,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9600318044805872,0.980647121690187
20,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7915832212471728,0.8984048852533773
20,foraging,cross_task_readout,bandit,foraging,persistence_logit,-5.233292373640651,0.09725034245245731
20,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.16229560964440815,0.8408897896977661
20,bandit,cross_task_readout,foraging,bandit,persistence_logit,-1.8186162669805284,0.2707284538527636
20,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.007555149041972187,0.3800357263708767
20,bandit,cross_task_readout,solvability,bandit,persistence_logit,-0.3428002864197588,0.2396779510777602
20,foraging,cross_task_readout,solvability,foraging,persistence_logit,0.09214238977867883,0.6023689853520866
21,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9958864786559655,0.9979424763431943
21,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9473832429665466,0.9736014649384732
21,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9935624844975723,0.996785056398736
21,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8798229493821825,0.9393611602367619
21,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8837509654428979,0.9400963736655424
21,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9198624027081924,0.960264774515658
21,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.3170615488171755,0.6043342638350117
21,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6304481976544994,0.7941003060706716
21,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9997987368252019,0.9998995161521069
21,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9947239401745922,0.9973837172237124
21,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9983604509643925,0.9992253740445503
21,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9913000525872319,0.9956558892046905
21,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9606344510567582,0.9801519923515222
21,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9494794453977062,0.9749125331616114
21,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9798207124518592,0.989933331337278
21,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.6777771289469823,0.8292908571691128
21,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9996968191572617,0.9998533856419365
21,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9917082174167243,0.995918820308015
21,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9992327741623979,0.9996172252487181
21,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9837302369707173,0.9918451605744546
21,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9760194798601487,0.9881401022425423
21,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9850653062173601,0.9927286423522996
21,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9652273638362412,0.9826542529784813
21,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7945928455390192,0.9006840550193137
21,foraging,cross_task_readout,bandit,foraging,persistence_logit,-7.190265274326883,0.5186337627725133
21,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.06577166510405408,0.8828268762691267
21,bandit,cross_task_readout,foraging,bandit,persistence_logit,-1.6704328079728001,0.7074923665298601
21,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.3231376096222798,0.6668052663048373
21,bandit,cross_task_readout,solvability,bandit,persistence_logit,-0.48422090518377425,0.7296903603316695
21,foraging,cross_task_readout,solvability,foraging,persistence_logit,-0.34036792670845295,0.785738695180916
22,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9964465459802561,0.9982276850918103
22,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.948210890572029,0.9739545728391887
22,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9924505630422357,0.9962517280485474
22,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8791300985240091,0.9384063400342749
22,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8769506862893756,0.9365088804192016
22,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9188607881917287,0.9589878886730635
22,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.41950588301768765,0.666784799420252
22,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6212624209366111,0.7896956147318067
22,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9997939708547637,0.9998969965306789
22,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9968697441972038,0.9984416938832081
22,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9991680405533532,0.9995872598584061
22,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9945312186133134,0.9972750090958392
22,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9685076215420961,0.9841552410783184
22,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9509140053572338,0.975183232208384
22,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9787045055570934,0.9893434705094822
22,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.6975515180143919,0.8453455182148449
22,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9996211791287941,0.9998173689951455
22,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9943439891687601,0.997267286722411
22,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9994115309902457,0.9997082760254814
22,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9804378692924054,0.9902153119805744
22,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9847684093682292,0.9924043527255048
22,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9829411838103445,0.9916877538018444
22,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9603330286394798,0.9804276616984574
22,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.813569640628719,0.907454609954899
22,foraging,cross_task_readout,bandit,foraging,persistence_logit,-8.115149507852093,0.6337306476870308
22,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.032771246811484356,0.8337352400931812
22,bandit,cross_task_readout,foraging,bandit,persistence_logit,-2.9912198351199835,0.31245053095235975
22,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.029411170153733734,0.3610744157895502
22,bandit,cross_task_readout,solvability,bandit,persistence_logit,-2.1929260430313517,-0.15758717317267698
22,foraging,cross_task_readout,solvability,foraging,persistence_logit,-0.028921162787536314,0.7593007670829425
23,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9966563332153104,0.9983681600220055
23,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9476026055983495,0.9735379761048509
23,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9935517578438482,0.9967740830248877
23,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8732651171393045,0.936263108934134
23,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8850017159038209,0.9407933539241603
23,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9145650867298494,0.9573165521296189
23,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.45847744039377436,0.6901763068219983
23,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6151409342125047,0.7853004337903647
23,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9998372257652771,0.9999192081145083
23,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9976605795899856,0.9988362298620229
23,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9974317640212447,0.9987915771626855
23,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9950476961095643,0.9975371660510688
23,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9750605043394338,0.987466707853002
23,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9493634256554108,0.9747451442307153
23,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9671703967082854,0.9838193997008662
23,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.6004701200646957,0.8003902928777418
23,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9997236621807691,0.9998621587550044
23,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9940748549748984,0.9970353233624624
23,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9992012038649598,0.9996011597224862
23,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9785332244384836,0.9893324671272802
23,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9765715793480904,0.9883630068100129
23,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9859555116895355,0.9930526605394921
23,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9606036146248461,0.9801969500763794
23,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.8027867943886617,0.900681154915977
23,foraging,cross_task_readout,bandit,foraging,persistence_logit,-9.01041540151813,-0.2793264151576857
23,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.35926900077872925,0.7829066420327351
23,bandit,cross_task_readout,foraging,bandit,persistence_logit,-9.311613684748158,0.04469579015480694
23,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.11814856938533536,0.4792462249234217
23,bandit,cross_task_readout,solvability,bandit,persistence_logit,-5.934016204175145,-0.2048992864699956
23,foraging,cross_task_readout,solvability,foraging,persistence_logit,-0.744076472310492,0.9396071288791333
24,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9967153559946315,0.9983950873586204
24,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9496594043231806,0.9745898166895914
24,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9931686363482565,0.9965850991168328
24,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8770111347094041,0.9379942342338036
24,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8756907930462714,0.9358543816280884
24,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9136964802727497,0.9572838823450074
24,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.41356589906944574,0.6560622465385298
24,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6304113532332818,0.7952710854959182
24,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9998157029820421,0.9999092018113566
24,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9914763118332172,0.9957648312203903
24,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9972649540055474,0.9987861637684519
24,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9916352125911843,0.9958809264324322
24,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9754823955619126,0.9876739558765012
24,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9371619491568153,0.9697252258551745
24,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9774031426870227,0.9890624037315104
24,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.7674292650125785,0.8793833317363636
24,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9997268913247069,0.9998644888017524
24,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9950634489254334,0.9975306468656322
24,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9994018423764638,0.9997088787666387
24,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9813667976525285,0.9907090480398667
24,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9782298045994818,0.9891595271944642
24,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9871724502406294,0.9936241138902902
24,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9450020370704723,0.9723027209620689
24,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.729082230046642,0.8655863807045887
24,foraging,cross_task_readout,bandit,foraging,persistence_logit,-4.380350076475529,0.0584246021718467
24,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.5291775674862347,0.8806964091372267
24,bandit,cross_task_readout,foraging,bandit,persistence_logit,-2.700645964243011,0.170389407916665
24,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.14398745604872343,0.6242550865573091
24,bandit,cross_task_readout,solvability,bandit,persistence_logit,-9.52442623318911,0.25159453900737494
24,foraging,cross_task_readout,solvability,foraging,persistence_logit,0.223608100863682,0.6356212366629295
25,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9964147270345203,0.9982459777350129
25,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9516425529825566,0.9758337274851334
25,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9930979456470905,0.996550460356909
25,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8860473466478485,0.9431626016448608
25,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8776834654563312,0.9369703524293115
25,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9191615400911657,0.9599367597864297
25,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.44814169315108476,0.6755027316102094
25,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.6160256908779995,0.7873106928161917
25,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9998642844647071,0.9999322354039177
25,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9929281857146888,0.9964599646532756
25,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9990311458803884,0.9995306575039524
25,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9942937132757012,0.9971509737132055
25,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9669944270559392,0.9834484176808116
25,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9449152210087092,0.9728435995825032
25,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.972931481053604,0.9866914732664196
25,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.6851245303600862,0.8345678303783437
25,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9997793393664215,0.9998897949024671
25,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9950287361373761,0.9975562745063177
25,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9993260497361829,0.9996665659079711
25,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9824458167203741,0.9912302383532987
25,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9736266906121634,0.9867928402321039
25,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9842449869443303,0.9921774486105744
25,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9581892276087394,0.979174104046717
25,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7548877635497979,0.8784146466268237
25,foraging,cross_task_readout,bandit,foraging,persistence_logit,-3.504869289642106,0.57528367654024
25,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.43467191922256354,0.8968582322464921
25,bandit,cross_task_readout,foraging,bandit,persistence_logit,-1.282765881034595,0.4947732227979279
25,solvability,cross_task_readout,foraging,solvability,persistence_logit,0.12491305515856044,0.5883983202762003
25,bandit,cross_task_readout,solvability,bandit,persistence_logit,-8.73573564485928,-0.0137613967783034
25,foraging,cross_task_readout,solvability,foraging,persistence_logit,0.11962097160851592,0.811875541648274
26,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.996232724397898,0.9981503601549673
26,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9466474373946739,0.9730078030550464
26,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9921546882752825,0.996099127544524
26,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.8898097102666591,0.9450960268440063
26,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8743736678738726,0.935355017485013
26,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9186339917049718,0.9594574342734136
26,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.44741681953417867,0.6740375979284915
26,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.592457608471946,0.7718551931271128
26,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.999916460217343,0.9999582689108342
26,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.9953339736512435,0.9976893292923319
26,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9988969701651872,0.9994643067790623
26,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9931828533238892,0.9965940304847183
26,foraging,semantic_variable_decoding,foraging,foraging,finite_history_prediction,0.9774971584583798,0.988822362877007
26,foraging,semantic_variable_decoding,foraging,foraging,history_summary,0.9409781172304982,0.9711282850225909
26,foraging,semantic_variable_decoding,foraging,foraging,current_evidence,0.9677325109718438,0.9842207247725087
26,foraging,semantic_variable_decoding,foraging,foraging,history_x_current_evidence,0.5087067791102291,0.7616199167297355
26,solvability,semantic_variable_decoding,solvability,solvability,previous_semantic_choice,0.9997084606754952,0.9998545341243781
26,solvability,semantic_variable_decoding,solvability,solvability,previous_outcome,0.9941218002723106,0.9970699872131664
26,solvability,semantic_variable_decoding,solvability,solvability,choice_history_kernel,0.9990170630849754,0.9995112179261731
26,solvability,semantic_variable_decoding,solvability,solvability,outcome_history_kernel,0.9815321606703017,0.9908820537572424
26,solvability,semantic_variable_decoding,solvability,solvability,finite_history_prediction,0.9761151752803368,0.9879872919125432
26,solvability,semantic_variable_decoding,solvability,solvability,history_summary,0.9779811794878536,0.9891934412081639
26,solvability,semantic_variable_decoding,solvability,solvability,current_evidence,0.9690582876626619,0.9845530525703587
26,solvability,semantic_variable_decoding,solvability,solvability,history_x_current_evidence,0.7460287018368339,0.8708005852235334
26,foraging,cross_task_readout,bandit,foraging,persistence_logit,-2.8626507402189194,0.9011894999969697
26,solvability,cross_task_readout,bandit,solvability,persistence_logit,0.2967270335714006,0.8624568403695464
26,bandit,cross_task_readout,foraging,bandit,persistence_logit,-0.16130280390911755,0.31253602794973995
26,solvability,cross_task_readout,foraging,solvability,persistence_logit,-0.06295513586877743,0.39558199177191306
26,bandit,cross_task_readout,solvability,bandit,persistence_logit,-0.1330696674425118,0.40492992287392615
26,foraging,cross_task_readout,solvability,foraging,persistence_logit,-5.406093375889425,0.6967822733437681
27,bandit,semantic_variable_decoding,bandit,bandit,previous_semantic_choice,0.9964080649918712,0.9982043593992694
27,bandit,semantic_variable_decoding,bandit,bandit,previous_outcome,0.9447159398458185,0.9721102612085016
27,bandit,semantic_variable_decoding,bandit,bandit,choice_history_kernel,0.9913984227305165,0.995719255608177
27,bandit,semantic_variable_decoding,bandit,bandit,outcome_history_kernel,0.886839620291901,0.9431152149879826
27,bandit,semantic_variable_decoding,bandit,bandit,finite_history_prediction,0.8736927782272292,0.9347247772439577
27,bandit,semantic_variable_decoding,bandit,bandit,history_summary,0.9123692800916183,0.9567292985022287
27,bandit,semantic_variable_decoding,bandit,bandit,current_evidence,0.344470782886228,0.608336251786627
27,bandit,semantic_variable_decoding,bandit,bandit,history_x_current_evidence,0.5883223562571875,0.769713240392807
27,foraging,semantic_variable_decoding,foraging,foraging,previous_semantic_choice,0.9999015993665759,0.9999509285316986
27,foraging,semantic_variable_decoding,foraging,foraging,previous_outcome,0.993152249510817,0.9965816364399982
27,foraging,semantic_variable_decoding,foraging,foraging,choice_history_kernel,0.9992637360823878,0.9996402473109932
27,foraging,semantic_variable_decoding,foraging,foraging,outcome_history_kernel,0.9918125268421489,0.9959153478393538
