key,feature_type,layer,rank,persistence_sensitivity,persistence_positive_fraction,cross_manipulation_transfer,cross_task_transfer,random_95th,classification,nuisance_arbitrary_choice,nuisance_generic_value,nuisance_label,nuisance_terminality
displacement-L03-k2,displacement,3,2,0.07179092615842819,0.8504883646965027,0.08863756135106086,0.06659120197097461,0.0010065695969387889,no_persistence_specific_candidate,0.040318798273801804,0.040027327835559845,0.046869419515132904,0.06891775876283646
displacement-L03-k4,displacement,3,4,0.12304742634296417,0.8519909977912903,0.1530810132622719,0.11142460505167644,0.0020372746512293816,no_persistence_specific_candidate,0.06054677069187164,0.0891537070274353,0.07314172387123108,0.0913345068693161
displacement-L04-k1,displacement,4,1,0.048244159668684006,0.8955672383308411,0.0689919201657176,0.05637346984197696,0.0005495797377079725,no_persistence_specific_candidate,0.017598595470190048,0.01934697851538658,0.031755272299051285,0.05734459310770035
displacement-L04-k2,displacement,4,2,0.05184093490242958,0.7873778939247131,0.07809403836727143,0.06001374932626883,0.0010791235836222768,no_persistence_specific_candidate,0.020124197006225586,0.04075188189744949,0.03624321147799492,0.058890607208013535
displacement-L04-k4,displacement,4,4,0.09062077105045319,0.8121712803840637,0.13325976729393005,0.08231273541847865,0.0019504402298480272,no_persistence_specific_candidate,0.03637602552771568,0.07004646956920624,0.06039382144808769,0.07590451836585999
displacement-L05-k1,displacement,5,1,0.05048402026295662,0.9173553586006165,0.06313277650624513,0.047048537991940975,0.0005075923399999738,no_persistence_specific_candidate,0.010508924722671509,0.013117112219333649,0.01590980775654316,0.03159050643444061
displacement-L05-k2,displacement,5,2,0.054112400859594345,0.8151765465736389,0.07460912615060807,0.05313571480413278,0.0010076010366901755,no_persistence_specific_candidate,0.013246636837720871,0.020496230572462082,0.022160638123750687,0.0349111445248127
displacement-L05-k4,displacement,5,4,0.08565845340490341,0.8399699330329895,0.10696769058704376,0.07469542200366656,0.00198447797447443,no_persistence_specific_candidate,0.026718316599726677,0.06132683902978897,0.04202672466635704,0.05003076419234276
displacement-L06-k1,displacement,6,1,0.04471872001886368,0.9436513781547546,0.042218833416700366,0.014377875719219446,0.0005985309835523367,no_persistence_specific_candidate,0.010832742787897587,0.009597750380635262,0.006013078149408102,0.017558200284838676
displacement-L06-k2,displacement,6,2,0.05375096574425697,0.7347858548164368,0.06482525374740362,0.027853166063626606,0.0010677195386961102,no_persistence_specific_candidate,0.012360023334622383,0.01871873438358307,0.009839991107583046,0.02512233331799507
displacement-L06-k4,displacement,6,4,0.09266569465398788,0.8069121241569519,0.12482529729604722,0.059556091825167336,0.002010282361879945,no_persistence_specific_candidate,0.024583565071225166,0.028525035828351974,0.022586440667510033,0.03479313850402832
displacement-L07-k1,displacement,7,1,0.04663749784231186,0.9511645436286926,0.0404327972792089,0.015750245346377294,0.0005857231444679201,no_persistence_specific_candidate,0.009702236391603947,0.007295084185898304,0.01260144542902708,0.012611808255314827
displacement-L07-k2,displacement,7,2,0.047612857073545456,0.7385424375534058,0.054416928067803384,0.025524847209453583,0.0011392919113859534,no_persistence_specific_candidate,0.011415463872253895,0.018146386370062828,0.022240931168198586,0.019347302615642548
displacement-L07-k4,displacement,7,4,0.19166627526283264,0.7385424375534058,0.10554407313466072,0.04679015278816223,0.001937358407303691,no_persistence_specific_candidate,0.022517427802085876,0.04671480506658554,0.04370696097612381,0.03850293904542923
displacement-L08-k1,displacement,8,1,0.058477241545915604,0.9601803421974182,0.03229663986712694,0.011391390735904375,0.000840469729155302,no_persistence_specific_candidate,0.00633669551461935,0.00956001691520214,0.00994950346648693,0.005654295906424522
displacement-L08-k2,displacement,8,2,0.06093252822756767,0.725770115852356,0.046706351637840274,0.014927312110861143,0.001267660059966147,no_persistence_specific_candidate,0.0057796756736934185,0.027013998478651047,0.014454405754804611,0.008241144940257072
displacement-L08-k4,displacement,8,4,0.24225305020809174,0.7693463563919067,0.0702276263386011,0.026426743095119793,0.0020694215781986713,no_persistence_specific_candidate,0.01742866262793541,0.053605154156684875,0.02504306472837925,0.019829420372843742
