key,feature_type,layer,rank,persistence_sensitivity,persistence_positive_fraction,cross_manipulation_transfer,cross_task_transfer,random_95th,classification,nuisance_arbitrary_choice,nuisance_generic_value,nuisance_label,nuisance_terminality
displacement-L09-k1,displacement,9,1,0.06855376064777374,0.9834710955619812,0.0400918104685843,0.02048619743436575,0.0007354664849117398,no_persistence_specific_candidate,0.005397390108555555,0.015301670879125595,0.00931698177009821,0.008311226032674313
displacement-L09-k2,displacement,9,2,0.06286810338497162,0.7986476421356201,0.05102946031838655,0.023191380004088085,0.0012576619628816843,no_persistence_specific_candidate,0.007210944779217243,0.02484235167503357,0.010814524255692959,0.00963491853326559
displacement-L09-k4,displacement,9,4,0.33185943961143494,0.9444026947021484,0.07811230272054673,0.039996051539977394,0.0022169863805174828,no_persistence_specific_candidate,0.012308906763792038,0.05623354762792587,0.022735098376870155,0.01899651065468788
displacement-L10-k1,displacement,10,1,0.06704758107662201,0.9722013473510742,0.03445469997823238,0.01689334927747647,0.0008107686880975962,no_persistence_specific_candidate,0.008555281907320023,0.010752042755484581,0.024777134880423546,0.006931524258106947
displacement-L10-k2,displacement,10,2,0.05956308916211128,0.949661910533905,0.04058828726410866,0.016656433853010338,0.001280912896618247,no_persistence_specific_candidate,0.008009171113371849,0.033205509185791016,0.025728311389684677,0.007000103127211332
displacement-L10-k4,displacement,10,4,0.3040958642959595,0.9331330060958862,0.061569053679704666,0.03285325380663077,0.0027129189111292362,no_persistence_specific_candidate,0.016145551577210426,0.07197652757167816,0.03097977302968502,0.021686580032110214
displacement-L11-k1,displacement,11,1,0.060025595128536224,0.9519158601760864,0.044134340807795526,0.02690219630797704,0.0007284670718945563,no_persistence_specific_candidate,0.016370180994272232,0.02005656622350216,0.018033863976597786,0.005540801677852869
displacement-L11-k2,displacement,11,2,0.05651261657476425,0.7821187376976013,0.0520344128832221,0.03377773084988197,0.0013884413056075573,no_persistence_specific_candidate,0.015428648330271244,0.03708808869123459,0.021905936300754547,0.007462617475539446
displacement-L11-k4,displacement,11,4,0.24848628044128418,0.7317805886268616,0.07415120489895344,0.04624694834152857,0.0022734859958291054,no_persistence_specific_candidate,0.02891928143799305,0.0674590915441513,0.0364050455391407,0.024651015177369118
displacement-L12-k1,displacement,12,1,0.10492219775915146,0.9992486834526062,0.08465591710992157,0.06226616601149241,0.0008392015006393194,no_persistence_specific_candidate,0.025701196864247322,0.060407958924770355,0.009500005282461643,0.01617499627172947
displacement-L12-k2,displacement,12,2,0.09632335603237152,0.9519158601760864,0.09697111323475838,0.06335567062099774,0.0015486241318285465,no_persistence_specific_candidate,0.031405817717313766,0.0963859111070633,0.014667184092104435,0.018714003264904022
displacement-L12-k4,displacement,12,4,0.269523948431015,0.945905327796936,0.11929758116602898,0.0863175243139267,0.002428737934678793,no_persistence_specific_candidate,0.0384775847196579,0.1015682965517044,0.02438373677432537,0.027748411521315575
displacement-L13-k1,displacement,13,1,0.10144490003585815,1.0,0.06952107856050134,0.04265451182921728,0.0008138802368193865,no_persistence_specific_candidate,0.02283557318150997,0.0598142072558403,0.013105384074151516,0.013403870165348053
displacement-L13-k2,displacement,13,2,0.08301515132188797,0.7798647880554199,0.09041554760187864,0.04597112163901329,0.001430035219527781,no_persistence_specific_candidate,0.028307540342211723,0.09257440268993378,0.014618294313549995,0.01739637553691864
displacement-L13-k4,displacement,13,4,0.3400827646255493,0.9947407841682434,0.10536326132714749,0.06708703065911929,0.0023920205421745777,no_persistence_specific_candidate,0.04081735014915466,0.12057484686374664,0.021654365584254265,0.034870173782110214
displacement-L14-k1,displacement,14,1,0.2608601748943329,1.0,0.09556065201759338,0.06607785262167454,0.0010253633372485638,no_persistence_specific_candidate,0.005307297687977552,0.028082899749279022,0.02805706113576889,0.01799774542450905
displacement-L14-k2,displacement,14,2,0.4923519492149353,1.0,0.1648150146007538,0.09171272317568462,0.001536122988909483,no_persistence_specific_candidate,0.010891294106841087,0.05593354254961014,0.0385621041059494,0.02422732301056385
displacement-L14-k4,displacement,14,4,0.6827104687690735,1.0,0.19733279645442964,0.10348420962691307,0.0025294246152043343,no_persistence_specific_candidate,0.01871561072766781,0.06984759867191315,0.04864911735057831,0.030277563259005547
displacement-L15-k1,displacement,15,1,0.16759684681892395,0.9939894676208496,0.04435942014679313,0.024432003498077393,0.0009319203672930598,no_persistence_specific_candidate,0.007828084751963615,0.02181991934776306,0.01260492205619812,0.020453717559576035
displacement-L15-k2,displacement,15,2,0.4553200602531433,0.976709246635437,0.1799935668706894,0.11626987904310226,0.0015074019320309162,no_persistence_specific_candidate,0.02431710623204708,0.11274018883705139,0.02471349947154522,0.04581472650170326
displacement-L15-k4,displacement,15,4,0.6785929203033447,0.988730251789093,0.2808822304010391,0.16211221118768057,0.0025574625469744205,no_persistence_specific_candidate,0.028986085206270218,0.17005328834056854,0.04648439958691597,0.06924368441104889
displacement-L16-k1,displacement,16,1,0.2532443404197693,0.996243417263031,0.05317634493112564,0.038071367889642715,0.0008277579327113926,no_persistence_specific_candidate,0.028776299208402634,0.03284643217921257,0.012944977730512619,0.06760799139738083
displacement-L16-k2,displacement,16,2,0.47747689485549927,0.9917355179786682,0.15618952512741088,0.10241167371471722,0.0014908326556906104,no_persistence_specific_candidate,0.042888905853033066,0.07301003485918045,0.026811499148607254,0.10111523419618607
displacement-L16-k4,displacement,16,4,0.67986661195755,0.9969947338104248,0.21067688763141632,0.1599066679676374,0.0028466933872550726,no_persistence_specific_candidate,0.05166804417967796,0.12142821401357651,0.06260650604963303,0.12590229511260986
displacement-L17-k1,displacement,17,1,0.276793897151947,0.9969947338104248,0.036035301815718415,0.01968747874101003,0.0009282296523451805,no_persistence_specific_candidate,0.019407710060477257,0.0565672442317009,0.012840202078223228,0.06573157757520676
displacement-L17-k2,displacement,17,2,0.4834079444408417,0.992486834526062,0.178217875957489,0.11018406227231026,0.0017151051433756948,no_persistence_specific_candidate,0.039080992341041565,0.1074976846575737,0.03889218345284462,0.10726124048233032
displacement-L17-k4,displacement,17,4,0.6849719285964966,0.9917355179786682,0.24090162217617034,0.15503485252459845,0.0025945042725652456,no_persistence_specific_candidate,0.046135902404785156,0.1251702606678009,0.05585963651537895,0.12826082110404968
displacement-L18-k1,displacement,18,1,0.3986612856388092,0.996243417263031,0.08518206365406514,0.027092803890506428,0.0009712966857478023,no_persistence_specific_candidate,0.1056881695985794,0.10726575553417206,0.014636104926466942,0.0461130253970623
displacement-L18-k2,displacement,18,2,0.5831847190856934,0.9932381510734558,0.24679442793130874,0.12636415660381317,0.0020640988368541002,no_persistence_specific_candidate,0.10813043266534805,0.13235795497894287,0.04193820804357529,0.08421077579259872
displacement-L18-k4,displacement,18,4,0.7039284706115723,0.9894815683364868,0.3007155299186707,0.18702709674835205,0.0028164114337414503,no_persistence_specific_candidate,0.13425880670547485,0.2021893709897995,0.11939695477485657,0.19332005083560944
displacement-L19-k1,displacement,19,1,0.3869972825050354,0.9917355179786682,0.06930014826357364,0.037681574622790016,0.0009177546016871929,no_persistence_specific_candidate,0.01245833095163107,0.012962914071977139,0.03628941625356674,0.03158443793654442
displacement-L19-k2,displacement,19,2,0.5839327573776245,0.976709246635437,0.2271968424320221,0.17755390455325445,0.0017540171975269914,no_persistence_specific_candidate,0.02181791327893734,0.02353072166442871,0.07480587065219879,0.06268438696861267
displacement-L19-k4,displacement,19,4,0.7138855457305908,0.9812171459197998,0.2931783735752106,0.2101606031258901,0.0026885056868195534,no_persistence_specific_candidate,0.03621865063905716,0.06160115450620651,0.12489144504070282,0.12615811824798584
displacement-L20-k1,displacement,20,1,0.36077451705932617,0.992486834526062,0.0535007581114769,0.040426766499876976,0.0010041664354503155,no_persistence_specific_candidate,0.011589244939386845,0.02382945641875267,0.018244225531816483,0.029127566143870354
displacement-L20-k2,displacement,20,2,0.5961505174636841,0.9827197790145874,0.302702297270298,0.2315621425708135,0.0018242016667500138,no_persistence_specific_candidate,0.02388720214366913,0.04702833294868469,0.07574312388896942,0.16107352077960968
displacement-L20-k4,displacement,20,4,0.7445035576820374,0.980465829372406,0.3481628119945526,0.26998282968997955,0.002729178639128804,no_persistence_specific_candidate,0.034821052104234695,0.07386939227581024,0.11924420297145844,0.23114220798015594
displacement-L21-k1,displacement,21,1,0.3896927237510681,0.9932381510734558,0.109036735445261,0.06947299838066101,0.0007523763342760503,no_persistence_specific_candidate,0.03269379213452339,0.11978583037853241,0.06099025160074234,0.1278902292251587
displacement-L21-k2,displacement,21,2,0.6242321133613586,0.9864763617515564,0.29152669608592985,0.23086202144622803,0.001879807561635971,no_persistence_specific_candidate,0.07038245350122452,0.1403103470802307,0.10692112892866135,0.18853279948234558
displacement-L21-k4,displacement,21,4,0.7378753423690796,0.9872276782989502,0.36126311421394347,0.2817251483599345,0.0025765621103346348,persistence_specific_candidate,0.11384148895740509,0.16723600029945374,0.16792672872543335,0.27953216433525085
displacement-L22-k1,displacement,22,1,0.5339711308479309,0.9879789352416992,0.11622141161933541,0.013067636483659347,0.0011496215593069792,no_persistence_specific_candidate,0.006172328256070614,0.02342311665415764,0.010753093287348747,0.01807558164000511
displacement-L22-k2,displacement,22,2,0.6344720721244812,0.9556724429130554,0.196613559871912,0.032949826990564667,0.0015794233186170459,no_persistence_specific_candidate,0.3250804543495178,0.48116934299468994,0.25878995656967163,0.3914014995098114
displacement-L22-k4,displacement,22,4,0.7662286758422852,0.9744552969932556,0.31130594611167905,0.09297492603460948,0.002959373639896512,no_persistence_specific_candidate,0.36395594477653503,0.5436690449714661,0.3139515519142151,0.4201308786869049
displacement-L23-k1,displacement,23,1,0.5047616958618164,0.992486834526062,0.10115572167560458,0.02228521804014842,0.0010527597041800618,no_persistence_specific_candidate,0.008527446538209915,0.06284770369529724,0.02165830321609974,0.04682675749063492
displacement-L23-k2,displacement,23,2,0.6783084869384766,0.9857250452041626,0.29248809069395065,0.12090978274742763,0.0016144273104146123,no_persistence_specific_candidate,0.030315924435853958,0.09459599107503891,0.047714587301015854,0.11412949115037918
displacement-L23-k4,displacement,23,4,0.7752566337585449,0.9812171459197998,0.3658082351088524,0.1654908781250318,0.0033781598322093487,no_persistence_specific_candidate,0.06948715448379517,0.21877261996269226,0.17489442229270935,0.28048110008239746
displacement-L24-k1,displacement,24,1,0.43139562010765076,0.9932381510734558,0.08195891473442316,0.019860807495812576,0.0011101900599896908,no_persistence_specific_candidate,0.0033261592034250498,0.017027171328663826,0.01197843812406063,0.020038243383169174
displacement-L24-k2,displacement,24,2,0.5374333262443542,0.9872276782989502,0.13683031164109707,0.05658089742064476,0.0014031402533873916,no_persistence_specific_candidate,0.23606936633586884,0.38823413848876953,0.21922458708286285,0.41458913683891296
displacement-L24-k4,displacement,24,4,0.7210161089897156,0.9932381510734558,0.2845739796757698,0.11165121446053188,0.0027292531449347734,no_persistence_specific_candidate,0.2767411470413208,0.470167875289917,0.2797813415527344,0.4541095793247223
displacement-L25-k1,displacement,25,1,0.4578429162502289,0.9902328848838806,0.11029866151511669,0.05194196477532387,0.0011480040848255157,no_persistence_specific_candidate,0.05450087785720825,0.04129192978143692,0.045580845326185226,0.11736481636762619
displacement-L25-k2,displacement,25,2,0.6362178921699524,0.9789631962776184,0.2847137600183487,0.152647798260053,0.001827440457418561,no_persistence_specific_candidate,0.13276654481887817,0.16555115580558777,0.12721647322177887,0.29304683208465576
displacement-L25-k4,displacement,25,4,0.7544692754745483,0.9857250452041626,0.3879593759775162,0.27857719361782074,0.0029008020646870136,no_persistence_specific_candidate,0.3338228166103363,0.4910725951194763,0.37896016240119934,0.5075544118881226
displacement-L26-k1,displacement,26,1,0.4495163559913635,0.9932381510734558,0.10847325548529625,0.026723898947238922,0.0009037810377776623,no_persistence_specific_candidate,0.007343634031713009,0.027757108211517334,0.016276147216558456,0.0356704518198967
displacement-L26-k2,displacement,26,2,0.6162581443786621,0.9917355179786682,0.2358710691332817,0.066756222397089,0.0016113764140754938,no_persistence_specific_candidate,0.04258319362998009,0.14342185854911804,0.09492088854312897,0.18913991749286652
displacement-L26-k4,displacement,26,4,0.7278635501861572,0.9917355179786682,0.2959164917469025,0.12917534013589224,0.003721346380189061,no_persistence_specific_candidate,0.13085654377937317,0.4115346074104309,0.280969500541687,0.36821046471595764
displacement-L27-k1,displacement,27,1,0.4465383291244507,0.992486834526062,0.07941753910854459,0.012903707878043255,0.000881301355548203,no_persistence_specific_candidate,0.0016067420365288854,0.012955747544765472,0.008504413068294525,0.004551257938146591
displacement-L27-k2,displacement,27,2,0.6162406206130981,0.9872276782989502,0.22772167026996612,0.06897483331461747,0.0015137949958443642,no_persistence_specific_candidate,0.14288276433944702,0.2198256254196167,0.13264596462249756,0.3200753331184387
displacement-L27-k4,displacement,27,4,0.7314616441726685,0.9909842014312744,0.2861995667219162,0.11477206647396088,0.0029865577816963196,no_persistence_specific_candidate,0.36097779870033264,0.49528664350509644,0.2952631711959839,0.54486483335495
displacement-L28-k1,displacement,28,1,0.36617422103881836,0.9902328848838806,0.06721219830214978,0.02572098234668374,0.0009173647267743945,no_persistence_specific_candidate,0.004427867941558361,0.025141587480902672,0.01266050711274147,0.01713859662413597
displacement-L28-k2,displacement,28,2,0.6036405563354492,0.9819684624671936,0.2546715706586838,0.1270076036453247,0.0018948516808450222,no_persistence_specific_candidate,0.03661885857582092,0.11213495582342148,0.07455360889434814,0.21396277844905853
displacement-L28-k4,displacement,28,4,0.7100481986999512,0.9849737286567688,0.2926489382982254,0.15410070617993674,0.0027731633745133877,no_persistence_specific_candidate,0.15091979503631592,0.37842071056365967,0.2562076449394226,0.3883892893791199
displacement-L29-k1,displacement,29,1,0.4187111556529999,0.9932381510734558,0.08490201057866216,0.015422267063210407,0.0014432462630793452,no_persistence_specific_candidate,0.0020796030294150114,0.01776246726512909,0.006460724398493767,0.014413424767553806
displacement-L29-k2,displacement,29,2,0.5750207901000977,0.9774605631828308,0.18580231070518494,0.05095862286786238,0.00180411571636796,no_persistence_specific_candidate,0.24606797099113464,0.42357921600341797,0.2045784741640091,0.5256572365760803
displacement-L29-k4,displacement,29,4,0.7064872980117798,0.988730251789093,0.2831721931695938,0.08780030782024066,0.0030339225195348263,no_persistence_specific_candidate,0.37018951773643494,0.5711066722869873,0.2965366840362549,0.6351987719535828
displacement-L30-k1,displacement,30,1,0.2721281945705414,0.9015777707099915,0.04311467595398426,0.07291259655418496,0.0010329227661713958,no_persistence_specific_candidate,0.0027372692711651325,0.0029590788763016462,0.01831524632871151,0.007541260216385126
displacement-L30-k2,displacement,30,2,0.6202529072761536,0.8715251684188843,0.39243566393852236,0.28066884477933246,0.0018558515002951026,no_persistence_specific_candidate,0.08544164896011353,0.11189679801464081,0.14098255336284637,0.2267514318227768
displacement-L30-k4,displacement,30,4,0.7763938903808594,0.8925619721412659,0.490485405921936,0.34707382321357727,0.0028865854255855083,no_persistence_specific_candidate,0.33434197306632996,0.4786338210105896,0.3989713490009308,0.5184159278869629
