episode_id,state_id,split,round,previous_outcome,cumulative_score,persistence_logit,q_A,q_B,q_STOP,continuation_advantage,best_forced_action,q_A_standard_error,q_B_standard_error,paired_A_minus_B_standard_error,rollouts_per_action,returns_A,returns_B
seed-12180-pa-0.65-pb-0.65,seed-12180-pa-0.65-pb-0.65:19,train,19,3,22.0,3.3868710061149017,71.6,54.3,0.0,71.6,A,13.798711695098367,14.087070510065445,10.47011620438538,10,"[76.0,108.0,61.0,35.0,148.0,103.0,78.0,83.0,23.0,1.0]","[-2.0,78.0,71.0,35.0,138.0,28.0,83.0,88.0,23.0,1.0]"
seed-12263-pa-0.50-pb-0.65,seed-12263-pa-0.50-pb-0.65:20,train,20,3,25.0,4.526300195186874,34.8,52.5,0.0,52.5,B,7.336060099111632,9.013878188659973,10.865899768439691,10,"[60.0,20.0,45.0,40.0,-2.0,35.0,5.0,35.0,35.0,75.0]","[65.0,75.0,40.0,35.0,95.0,65.0,10.0,35.0,20.0,85.0]"
seed-12052-pa-0.65-pb-0.65,seed-12052-pa-0.65-pb-0.65:28,train,28,3,54.0,5.03364569998304,68.4,70.4,0.0,70.4,B,15.279034291763628,16.004999218994044,1.5275252316519465,10,"[66.0,91.0,106.0,91.0,111.0,126.0,86.0,6.0,3.0,-2.0]","[66.0,91.0,111.0,101.0,111.0,126.0,96.0,6.0,-2.0,-2.0]"
seed-12440-pa-0.20-pb-0.65,seed-12440-pa-0.20-pb-0.65:28,train,28,3,19.0,4.79858735157374,0.7,10.2,0.0,10.2,B,5.970389899793442,8.748079154242312,7.762087348130011,10,"[-24.0,-24.0,-2.0,26.0,1.0,6.0,36.0,-4.0,-4.0,-4.0]","[-9.0,6.0,-2.0,21.0,-44.0,51.0,46.0,6.0,26.0,1.0]"
seed-12313-pa-0.35-pb-0.65,seed-12313-pa-0.35-pb-0.65:3,train,3,-2,-1.0,1.2254126516016477,4.3,5.5,0.0,5.5,B,1.8260461233069782,1.5147423690002348,0.9865765724632494,10,"[5.0,2.0,12.0,13.0,-2.0,7.0,-2.0,1.0,-2.0,9.0]","[5.0,5.0,13.0,13.0,-2.0,2.0,2.0,6.0,3.0,8.0]"
seed-12059-pa-0.35-pb-0.50,seed-12059-pa-0.35-pb-0.50:3,train,3,-2,-1.0,1.9754126516016477,-2.2,2.5,0.0,2.5,B,4.961630556357232,4.3390987287428455,4.427314209666071,10,"[-10.0,-29.0,-4.0,12.0,26.0,-11.0,-15.0,2.0,11.0,-4.0]","[-10.0,-4.0,-4.0,17.0,-1.0,-2.0,-15.0,12.0,31.0,1.0]"
seed-12280-pa-0.20-pb-0.65,seed-12280-pa-0.20-pb-0.65:0,validation,0,,0.0,4.203889734292549,-14.0,2.5,0.0,2.5,B,7.914824347036669,1.9336206683030899,8.924684868386109,10,"[-4.0,-10.0,-5.0,-4.0,-8.0,-85.0,-8.0,-6.0,-4.0,-6.0]","[-4.0,4.0,-1.0,-2.0,2.0,10.0,-6.0,13.0,7.0,2.0]"
seed-12493-pa-0.20-pb-0.20,seed-12493-pa-0.20-pb-0.20:0,validation,0,,0.0,4.203889734292549,-7.5,-3.9,0.0,-3.9,B,3.3936214677931695,1.545243598199901,2.0231987873991355,10,"[-6.0,-4.0,-4.0,-4.0,-6.0,-37.0,-6.0,-7.0,3.0,-4.0]","[-4.0,-2.0,-4.0,-4.0,-3.0,-16.0,0.0,-5.0,3.0,-4.0]"
seed-12411-pa-0.35-pb-0.50,seed-12411-pa-0.35-pb-0.50:0,validation,0,,0.0,4.203889734292549,-3.7,-2.8,0.0,-2.8,B,1.9835434062415784,1.3564659966250536,1.6563010998406458,10,"[0.0,12.0,-8.0,-5.0,-4.0,-3.0,-6.0,-4.0,-10.0,-9.0]","[-3.0,6.0,-5.0,-4.0,-4.0,-10.0,-5.0,1.0,0.0,-4.0]"
seed-12094-pa-0.65-pb-0.50,seed-12094-pa-0.65-pb-0.50:1,validation,1,-2,-2.0,3.8490769841801082,30.1,17.7,0.0,30.1,A,14.205202489854825,9.677063374575757,14.791288727566041,10,"[7.0,53.0,16.0,9.0,10.0,13.0,46.0,-4.0,4.0,147.0]","[21.0,1.0,11.0,-2.0,92.0,-1.0,3.0,-2.0,4.0,50.0]"
seed-12347-pa-0.35-pb-0.50,seed-12347-pa-0.35-pb-0.50:1,validation,1,3,3.0,4.42870067827652,2.9,-2.1,0.0,2.9,A,4.277720057330644,1.5666666666666664,3.5182066138556696,10,"[1.0,22.0,-8.0,32.0,-2.0,-5.0,2.0,-2.0,0.0,-11.0]","[-5.0,1.0,-8.0,3.0,-4.0,0.0,2.0,-3.0,4.0,-11.0]"
seed-12308-pa-0.65-pb-0.65,seed-12308-pa-0.65-pb-0.65:3,validation,3,3,-1.0,3.017675057605601,23.3,44.9,0.0,44.9,B,14.313979181206042,18.031115082299017,16.66413314077073,10,"[3.0,2.0,86.0,11.0,126.0,-3.0,-6.0,20.0,-3.0,-3.0]","[3.0,-2.0,96.0,126.0,96.0,121.0,-1.0,20.0,-7.0,-3.0]"
seed-12203-pa-0.35-pb-0.50,seed-12203-pa-0.35-pb-0.50:4,validation,4,3,2.0,1.501928011042974,5.8,6.1,0.0,6.1,B,3.3126021996812915,3.465544690232691,1.4533486237727762,10,"[-3.0,9.0,1.0,-3.0,1.0,6.0,7.0,7.0,33.0,0.0]","[2.0,8.0,1.0,-7.0,-2.0,1.0,12.0,4.0,33.0,9.0]"
seed-12157-pa-0.20-pb-0.20,seed-12157-pa-0.20-pb-0.20:2,validation,2,-2,-4.0,1.2575990353171704,-3.4,-12.4,0.0,-3.4,A,0.5617433182117572,7.368401002478985,7.254117604658902,10,"[-2.0,-7.0,-5.0,-3.0,-4.0,-2.0,-2.0,-2.0,-2.0,-5.0]","[-2.0,-3.0,-66.0,-45.0,-4.0,-2.0,-2.0,-2.0,1.0,1.0]"
seed-12302-pa-0.65-pb-0.50,seed-12302-pa-0.65-pb-0.50:5,validation,5,3,15.0,2.517675057605601,37.8,22.5,0.0,37.8,A,10.049654499312677,10.542243067245645,8.936877406442239,10,"[13.0,58.0,49.0,-2.0,19.0,90.0,3.0,65.0,67.0,16.0]","[8.0,58.0,49.0,-2.0,5.0,95.0,11.0,4.0,-6.0,3.0]"
seed-12151-pa-0.50-pb-0.65,seed-12151-pa-0.50-pb-0.65:5,validation,5,3,5.0,3.225206558916746,23.2,21.9,0.0,23.2,A,8.740455111466195,8.71709686637574,11.588356225108027,10,"[31.0,31.0,2.0,13.0,-8.0,9.0,2.0,50.0,85.0,17.0]","[41.0,75.0,2.0,60.0,-3.0,9.0,3.0,24.0,1.0,7.0]"
seed-12437-pa-0.50-pb-0.20,seed-12437-pa-0.50-pb-0.20:8,validation,8,3,14.0,3.9179990792290873,23.3,14.1,0.0,23.3,A,11.316703485458024,12.0788612413956,4.373658524495126,10,"[31.0,-6.0,-6.0,-44.0,12.0,60.0,21.0,33.0,66.0,66.0]","[-8.0,-8.0,-14.0,-44.0,-3.0,70.0,-2.0,33.0,61.0,56.0]"
seed-12272-pa-0.20-pb-0.50,seed-12272-pa-0.20-pb-0.50:14,validation,14,3,7.0,4.55370067827652,4.8,9.5,0.0,9.5,B,5.6407249337100085,5.957721413799444,2.708217946259947,10,"[38.0,-17.0,-3.0,11.0,-8.0,2.0,-7.0,3.0,-4.0,33.0]","[43.0,-8.0,-3.0,18.0,18.0,-3.0,-7.0,3.0,-4.0,38.0]"
seed-12130-pa-0.50-pb-0.50,seed-12130-pa-0.50-pb-0.50:16,validation,16,3,3.0,2.6787006782765204,23.6,12.1,0.0,23.6,A,8.312239970870266,5.905647015075203,4.780167361086848,10,"[67.0,12.0,2.0,47.0,52.0,2.0,3.0,0.0,4.0,47.0]","[37.0,12.0,-3.0,47.0,29.0,-3.0,-2.0,1.0,-1.0,4.0]"
seed-12409-pa-0.35-pb-0.65,seed-12409-pa-0.35-pb-0.65:16,validation,16,3,18.0,4.78364569998304,-6.4,-7.5,0.0,-6.4,A,6.213247495830537,7.269800547470336,2.2825424421026654,10,"[-28.0,-28.0,-1.0,-23.0,4.0,8.0,27.0,12.0,-28.0,-7.0]","[-28.0,-33.0,4.0,-23.0,-1.0,13.0,37.0,7.0,-28.0,-23.0]"
seed-12441-pa-0.35-pb-0.65,seed-12441-pa-0.35-pb-0.65:2,validation,2,-2,1.0,3.6368710061149017,-2.0,3.5,0.0,3.5,B,0.9660917830792959,2.6341770800173796,2.80178514522438,10,"[-5.0,-4.0,1.0,0.0,1.0,-4.0,3.0,-6.0,-2.0,-4.0]","[-5.0,1.0,11.0,3.0,1.0,24.0,-2.0,-1.0,3.0,0.0]"
seed-12347-pa-0.35-pb-0.50,seed-12347-pa-0.35-pb-0.50:3,validation,3,-2,4.0,3.42974463538566,-4.4,-7.0,0.0,-4.4,A,6.594947561075321,5.211099265563414,3.789459064299283,10,"[-4.0,21.0,3.0,-3.0,11.0,10.0,-4.0,-14.0,-8.0,-56.0]","[1.0,-6.0,8.0,2.0,-9.0,1.0,1.0,-9.0,-8.0,-51.0]"
seed-12325-pa-0.50-pb-0.20,seed-12325-pa-0.50-pb-0.20:3,validation,3,-2,-1.0,2.1787006782765204,3.3,-5.4,0.0,3.3,A,3.6546773683413787,4.935585071701226,6.3052887853504895,10,"[16.0,-4.0,-3.0,12.0,-4.0,6.0,-5.0,27.0,-8.0,-4.0]","[16.0,-4.0,-2.0,-46.0,0.0,-4.0,-2.0,-2.0,-8.0,-2.0]"
seed-12121-pa-0.35-pb-0.65,seed-12121-pa-0.35-pb-0.65:9,validation,9,-2,7.0,2.9382616875182244,-7.4,20.7,0.0,20.7,B,5.700292390161519,9.075057391921368,9.563181711357599,10,"[1.0,-15.0,-1.0,-11.0,-52.0,3.0,13.0,7.0,-12.0,-7.0]","[63.0,15.0,58.0,-6.0,-7.0,-2.0,-6.0,11.0,23.0,58.0]"
seed-12158-pa-0.65-pb-0.50,seed-12158-pa-0.65-pb-0.50:21,validation,21,3,28.0,3.600206558916746,51.4,37.9,0.0,51.4,A,10.439455073049658,11.492461297157657,11.356104574681895,10,"[16.0,62.0,112.0,20.0,67.0,55.0,16.0,71.0,78.0,17.0]","[-2.0,72.0,92.0,14.0,72.0,32.0,77.0,12.0,11.0,-1.0]"
seed-12158-pa-0.65-pb-0.50,seed-12158-pa-0.65-pb-0.50:23,validation,23,3,34.0,3.751928011042974,70.3,43.5,0.0,70.3,A,13.18673575984595,12.756915335961466,11.45115229524474,10,"[81.0,106.0,66.0,87.0,136.0,3.0,1.0,81.0,61.0,81.0]","[76.0,3.0,61.0,87.0,101.0,-2.0,-4.0,56.0,56.0,1.0]"
seed-12095-pa-0.20-pb-0.35,seed-12095-pa-0.20-pb-0.35:3,validation,3,-2,-6.0,0.27312326413984067,-2.9,-1.4,0.0,-1.4,B,0.9,1.5999999999999999,1.5723301886761005,10,"[-9.0,-1.0,-4.0,-2.0,-2.0,-3.0,1.0,-1.0,-2.0,-6.0]","[-9.0,7.0,7.0,-2.0,-3.0,-6.0,-4.0,-1.0,-2.0,-1.0]"
seed-12079-pa-0.20-pb-0.35,seed-12079-pa-0.20-pb-0.35:3,validation,3,-2,-6.0,0.5231232641398407,-9.1,0.0,0.0,0.0,B,6.575121460644071,1.6055459438389725,6.028543218169157,10,"[-2.0,-2.0,-39.0,-2.0,-6.0,-2.0,14.0,-54.0,5.0,-3.0]","[-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,14.0,-2.0,2.0,-2.0]"
seed-12245-pa-0.50-pb-0.20,seed-12245-pa-0.50-pb-0.20:5,validation,5,-2,5.0,2.906150136248314,11.6,-2.7,0.0,11.6,A,8.684852714160826,6.307050728263479,9.435217715205798,10,"[75.0,1.0,45.0,-6.0,0.0,1.0,-4.0,13.0,-15.0,6.0]","[-8.0,1.0,32.0,-4.0,-47.0,1.0,15.0,-4.0,-9.0,-4.0]"
seed-12151-pa-0.50-pb-0.65,seed-12151-pa-0.50-pb-0.65:84,validation,84,3,107.0,5.90475041827262,1.5,1.5,0.0,1.5,A,3.6552853665768845,3.8765677832043353,1.2909944487358056,10,"[18.0,3.0,-2.0,8.0,23.0,-7.0,-2.0,-7.0,-7.0,-12.0]","[13.0,3.0,3.0,3.0,28.0,-2.0,-2.0,-7.0,-7.0,-17.0]"
seed-12294-pa-0.50-pb-0.35,seed-12294-pa-0.50-pb-0.35:9,validation,9,3,7.0,2.5990769841801082,23.2,13.2,0.0,23.2,A,8.802524890305307,7.161315831915559,4.728166193732571,10,"[53.0,1.0,43.0,30.0,-5.0,78.0,-6.0,18.0,2.0,18.0]","[14.0,-4.0,53.0,15.0,0.0,53.0,-11.0,-3.0,2.0,13.0]"
seed-12030-pa-0.65-pb-0.50,seed-12030-pa-0.65-pb-0.50:10,validation,10,3,25.0,3.6735873515737403,61.7,47.0,0.0,61.7,A,17.20274525895342,15.88150566609546,18.52148902101436,10,"[85.0,17.0,3.0,3.0,145.0,90.0,110.0,120.0,5.0,39.0]","[9.0,140.0,-2.0,3.0,69.0,17.0,80.0,110.0,5.0,39.0]"
seed-12057-pa-0.35-pb-0.65,seed-12057-pa-0.35-pb-0.65:11,validation,11,3,8.0,4.05370067827652,33.6,38.5,0.0,38.5,B,8.909670152268388,11.833333333333332,11.32985240660952,10,"[12.0,78.0,52.0,1.0,67.0,20.0,52.0,12.0,42.0,0.0]","[32.0,93.0,52.0,6.0,9.0,72.0,7.0,17.0,97.0,0.0]"
seed-12353-pa-0.65-pb-0.35,seed-12353-pa-0.65-pb-0.35:11,validation,11,3,3.0,3.3181471805599436,43.8,36.8,0.0,43.8,A,11.689311356961966,12.901162738296112,6.289320754704402,10,"[47.0,-3.0,7.0,82.0,77.0,14.0,42.0,3.0,72.0,97.0]","[72.0,-28.0,17.0,52.0,87.0,9.0,7.0,-2.0,77.0,77.0]"
seed-12359-pa-0.50-pb-0.65,seed-12359-pa-0.50-pb-0.65:11,validation,11,3,18.0,3.200939419878843,47.8,41.7,0.0,47.8,A,8.726460399905054,9.291633034318803,7.504739243378887,10,"[77.0,67.0,42.0,57.0,3.0,77.0,42.0,72.0,37.0,4.0]","[82.0,62.0,57.0,57.0,3.0,67.0,47.0,1.0,37.0,4.0]"
seed-12359-pa-0.50-pb-0.65,seed-12359-pa-0.50-pb-0.65:17,validation,17,3,31.0,4.849076984180108,36.3,37.7,0.0,37.7,B,6.408414607200269,8.920700022357488,7.326056996168615,10,"[63.0,62.0,7.0,39.0,34.0,12.0,54.0,23.0,21.0,48.0]","[68.0,72.0,7.0,49.0,34.0,12.0,-6.0,28.0,39.0,74.0]"
seed-12444-pa-0.35-pb-0.20,seed-12444-pa-0.35-pb-0.20:17,validation,17,3,1.0,4.688261687518224,-23.4,-35.6,0.0,-23.4,A,7.951519770878184,9.241452507287176,6.558793927070568,10,"[-8.0,-46.0,-1.0,-71.0,-46.0,-36.0,-15.0,-17.0,3.0,3.0]","[-46.0,-41.0,-26.0,-86.0,-46.0,-36.0,-5.0,-71.0,-2.0,3.0]"
seed-12253-pa-0.20-pb-0.20,seed-12253-pa-0.20-pb-0.20:20,validation,20,3,-5.0,4.410224150438086,-45.8,-49.0,0.0,-45.8,A,11.911525697594094,12.134432184673678,4.360937717713677,10,"[-52.0,-23.0,0.0,-105.0,-17.0,-100.0,-61.0,-7.0,-23.0,-70.0]","[-52.0,-65.0,5.0,-105.0,-17.0,-100.0,-61.0,-7.0,-18.0,-70.0]"
seed-12151-pa-0.50-pb-0.65,seed-12151-pa-0.50-pb-0.65:20,validation,20,3,40.0,4.892675057605601,34.4,26.7,0.0,34.4,A,6.668666366756632,7.93312324651801,6.95549343245243,10,"[35.0,55.0,50.0,-6.0,70.0,35.0,35.0,20.0,20.0,30.0]","[35.0,-2.0,50.0,-1.0,70.0,3.0,45.0,2.0,35.0,30.0]"
seed-12153-pa-0.35-pb-0.65,seed-12153-pa-0.35-pb-0.65:1,test,1,-2,-2.0,3.8490769841801082,20.3,22.2,0.0,22.2,B,12.790664998783727,9.681368131048881,12.061370845250826,10,"[12.0,3.0,57.0,39.0,117.0,-4.0,-4.0,-1.0,-14.0,-2.0]","[5.0,32.0,2.0,-2.0,87.0,-2.0,-4.0,37.0,57.0,10.0]"
