stage,target,random_subspace,random_r_squared,random_mse,random_pearson_r,persistence_rank4_r_squared,random_meets_or_exceeds_persistence
l22,estimated_continue_value,6,-2.8738517418795744,0.9960163075651214,-0.2754200468863553,-2.5087052621253503,False
l22,estimated_outside_value,6,-0.14775626633145103,0.845212324416691,0.014658681015805003,-0.13147605082738667,False
l22,termination_advantage,6,-1.0412619605679192,1.7756867867288335,-0.05068447165411255,-0.7171001996434591,False
l22,history_finite_prediction,7,-0.01629049589931138,3.9552214200728617,0.3931328432147239,0.03146523405471894,False
l22,history_summary,7,0.021633077118459743,0.41277906162747846,0.5786972182627258,0.17749039956466442,False
l22,history_recent_outcomes,7,0.1305932597756019,3.9044928081306502,0.6482656753369083,0.01551145535340559,True
l22,history_recent_choices,7,0.12046637011359825,0.37091190676012364,0.3327063613332774,0.2370358027730315,False
l22,time_effort,7,-0.18017578746502114,0.393394392432077,0.2860378807995091,-0.0666527214304213,False
l22,cost_pressure,7,-0.28773122032728066,0.195810772759049,0.14812890014450944,-0.274982055418566,False
l22,progress_solvability,7,-0.03662496210042713,0.45819003666905117,0.48198599193513886,-0.053845528642492146,True
l22,estimated_continue_value,7,-1.5638732067243357,0.7723685510740966,0.36603576621009065,-2.5087052621253503,True
l22,estimated_outside_value,7,-0.09716355931149352,0.7775329982995446,0.033608593503500615,-0.13147605082738667,True
l22,termination_advantage,7,-0.8444209934495043,1.4227851420390536,0.20012251365901448,-0.7171001996434591,False
l22,history_finite_prediction,8,-0.24767877267060998,3.2848412986908513,0.4200003037186078,0.03146523405471894,False
l22,history_summary,8,0.05264153074364911,0.43941062599329195,0.4765693288501838,0.17749039956466442,False
l22,history_recent_outcomes,8,-0.2161459499476969,5.603705147439335,0.3515599210789839,0.01551145535340559,False
l22,history_recent_choices,8,-0.03766704480567473,0.4473732691768173,0.5128004440309556,0.2370358027730315,False
l22,time_effort,8,-0.4223928420590953,0.7179421363650177,0.30074697813004586,-0.0666527214304213,False
l22,cost_pressure,8,-0.1342547099087608,0.16685371578986583,0.20841741984953974,-0.274982055418566,True
l22,progress_solvability,8,-0.2424208045261402,0.5240208361301117,0.24569726999665828,-0.053845528642492146,False
l22,estimated_continue_value,8,-2.4003741205519815,0.9937888371768446,0.20348190820201797,-2.5087052621253503,True
l22,estimated_outside_value,8,-0.024371087184823798,0.7425686742486618,0.24826698774144593,-0.13147605082738667,True
l22,termination_advantage,8,-0.9983219312623165,1.5902937865323725,0.23116476486373658,-0.7171001996434591,False
l22,history_finite_prediction,9,0.20499686075820422,2.4043508483859863,0.56294757248611,0.03146523405471894,True
l22,history_summary,9,0.11807813917678556,0.4247581705225432,0.5768339045563464,0.17749039956466442,False
l22,history_recent_outcomes,9,-0.43385975051289744,5.821136398430331,-0.19165632791122877,0.01551145535340559,False
l22,history_recent_choices,9,0.6205375954270652,0.16530813840935363,0.8519582775807022,0.2370358027730315,True
l22,time_effort,9,0.4488543905986002,0.33012586405385697,0.7467697896219682,-0.0666527214304213,True
l22,cost_pressure,9,-0.39453372627823,0.19372076083555745,-0.051244175346641746,-0.274982055418566,False
l22,progress_solvability,9,-0.20337091075966682,0.5413322678449121,0.19684777758059038,-0.053845528642492146,False
l22,estimated_continue_value,9,-3.5532276997418433,1.1839301752474867,0.0740681023101576,-2.5087052621253503,False
l22,estimated_outside_value,9,-0.08425542779386164,0.762514592851471,0.04618152263208497,-0.13147605082738667,True
l22,termination_advantage,9,-0.9110951721971263,1.8199469191258764,-0.04621760359118023,-0.7171001996434591,False
