model,sharing,information_set,selected_hyperparameters,task,states,log_loss,brier,auc,calibration_error,calibration_intercept,calibration_slope,deviance_explained,policy_logit_correlation,bootstrap_unit,log_loss_ci_low,log_loss_ci_high
flexible_linear,task_specific,observable,"{""penalty"": 0.01}",foraging,364,0.5406139161126543,0.18207022909509774,0.7611960865371367,0.09565366615114938,0.44398340377984286,0.1982919946095299,0.1418514794207304,-0.8726565163864817,episode,0.5036270449412958,0.5824891023305769
flexible_linear,task_specific,observable,"{""penalty"": 0.01}",information_sampling,40,0.8327008163893828,0.30690821625049275,0.48484848484848486,,0.5397890134433646,-0.017011765804087968,-0.21007680397455752,-0.6507495105336032,episode,0.7491763449164456,0.9318047242611784
flexible_linear,task_specific,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.7186244449766932,0.22316220987840155,0.7083333333333334,0.3665698544837047,0.606671263944137,0.09396044661370863,-0.06777412666578564,-0.7620952241428277,episode,0.36242106943782176,1.221264612904741
flexible_linear,task_specific,observable,"{""penalty"": 0.01}",solvability,313,0.45586711819311704,0.14850364196434915,0.8706174777603349,0.0835298725985511,0.5269197411145213,0.18604745583996846,0.31028309990784,-0.816708629847341,episode,0.4105143551109788,0.5054384998575221
flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",bandit,1800,0.143225640933982,0.035180082630466895,0.7892835304148617,0.022463400375361806,0.10632912056652263,0.017873292934965288,0.09928594887725628,-0.7913144394401217,episode,0.10968263383042151,0.19734970391588882
flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",foraging,364,0.6067518489488517,0.2079316564343496,0.6457558219649993,0.1277024177385842,0.4526573636289916,0.17350346530287328,0.03686681749107534,-0.3440696547142713,episode,0.5766754615441548,0.6393910260720606
flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",information_sampling,40,0.788039428397868,0.29262790120313936,0.5454545454545455,,0.5666679313605817,0.025949304659894958,-0.14517509068433276,-0.5210982967796877,episode,0.7072045082108719,0.9009834678286397
flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.621334556389176,0.21651689502254837,0.6666666666666667,0.3925660307894096,0.5607212680629525,0.14484012626997014,0.07678486592918088,-0.6730523734683914,episode,0.4171060425059618,0.8660439658732887
flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",solvability,313,0.5946300471137428,0.2030694802210955,0.7364381650095937,0.10046794930508228,0.5105684002042002,0.23658813222150712,0.10033784752335284,-0.5906902522794375,episode,0.5505243088129376,0.6458731714643068
flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",bandit,1800,0.13197854465653594,0.033104310311465886,0.8258261491159322,0.014506956490611683,0.12509576951704723,0.02014161014651928,0.17001642412850992,-0.8138665952649036,episode,0.09605536095890202,0.18923585708752702
flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",foraging,364,0.5523322500487088,0.18530727828932003,0.7648649579716136,0.09753302950771235,0.4533476121342483,0.2208292843364289,0.12325027321577675,-0.803586260757629,episode,0.5187304991849819,0.5903033266807834
flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",information_sampling,40,0.8098281511299202,0.3003687859885771,0.5025252525252526,,0.557245475977899,0.010622489966117723,-0.17683835730704778,-0.7115526093513936,episode,0.7353752806072515,0.9089205380111397
flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.5954020353719093,0.2010286695552991,0.8333333333333334,0.3504553100655597,0.5597357051403107,0.14207507009722764,0.11531691862375937,-0.7500734589460956,episode,0.3442061661693977,0.9246468632846493
flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",solvability,313,0.5331537864200816,0.1786932486310273,0.7851255886970173,0.10620308563120243,0.5233974664378203,0.2172708808129495,0.19335007468935628,-0.7197256238209826,episode,0.48976988166544994,0.5817932953745135
mlp,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 94, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 55, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}}",bandit,1800,0.13138371647285765,0.03298779817939029,0.8299601243637553,0.02000277423115525,0.14144707788289293,0.025286148150189536,0.17375716565739452,-0.804771784263751,episode,0.09650165977070516,0.18838556695744985
mlp,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 94, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 55, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}}",foraging,364,0.5245944624163322,0.1759629664328948,0.7679481879564558,0.06136458833794016,0.46263267504618116,0.19417768500244348,0.1672801080228884,-0.9052257841345658,episode,0.4879851071133417,0.5648035611474713
mlp,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 94, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 55, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}}",information_sampling,40,0.812821330438606,0.3010888518736333,0.5050505050505051,,0.5571804753062085,0.010814488863595314,-0.18118803101972936,-0.5521534386051572,episode,0.7322867257880536,0.9122358754479705
mlp,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 94, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 55, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}}",partial_reinforcement,20,0.5389558393777041,0.18253542914259543,0.8333333333333334,0.3715463042259218,0.5736424791132669,0.21260244751993995,0.1991879698419975,-0.7236091086011572,episode,0.3644345464403972,0.7390299707581015
mlp,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 94, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 55, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}}",solvability,313,0.42462276142106486,0.13896584798729142,0.8792953078667365,0.07815004989338187,0.5286604949430213,0.1377286908718745,0.3575551229122811,-0.8414877090971215,episode,0.3780141312815549,0.48014402983982596
mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",bandit,1800,0.15606392996673887,0.040073394856740566,0.8017112935036301,0.04327149945658473,0.09136557880312281,0.013258885198053454,0.018548817950334806,-0.8113912228756581,episode,0.11872584662251033,0.2097113101128616
mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",foraging,364,0.5725793065650348,0.19431938390909528,0.7084194570759267,0.09703508899598332,0.5356102535454811,0.24083831866858646,0.09111092001431509,-0.6024083388006289,episode,0.5391004111148175,0.6107962905430127
mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",information_sampling,40,0.8103256870378264,0.30151789366287474,0.5151515151515151,0.313587637245655,0.5518552845518884,0.0025892699454986906,-0.17756137408504524,-0.432027656298335,episode,0.7326685806384462,0.9271583633230976
mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",partial_reinforcement,20,0.6884704672127847,0.23259802947138586,0.6250000000000001,0.38601186126470577,0.557625619432136,0.10307730927904106,-0.02296958724686693,-0.7085613907996731,episode,0.4193118432367391,1.0282472504873879
mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",solvability,313,0.5493950249183013,0.18532887304476567,0.7803069945927088,0.11555748961318416,0.5111350356601945,0.218975577007397,0.1687774388847617,-0.6880658846608069,episode,0.49904018165725894,0.6074417718470422
mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",bandit,1800,0.14724020973475632,0.03701506368696867,0.7975256435652092,0.028194384899225298,0.08712757852073143,0.00989383179035707,0.07403922277097785,-0.7864084618763396,episode,0.11190558030471012,0.20552999733801275
mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",foraging,364,0.5814719611277185,0.19800786697991854,0.6781727986771393,0.09661169014461747,0.49109728919198825,0.20734210868256955,0.07699508220558327,-0.541594365089057,episode,0.5484995850974073,0.6175096670100209
mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",information_sampling,40,0.8209547582988381,0.30603500631242075,0.4343434343434343,,0.5092043106085065,-0.05462235495695292,-0.19300748909729282,-0.4364713846056472,episode,0.7348006502034219,0.9387690988099523
mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",partial_reinforcement,20,0.6225817299087164,0.21586487607691468,0.6666666666666667,0.4019977822899819,0.567770559151925,0.1544135111251965,0.07493174275067405,-0.6934968842190082,episode,0.42888839086245784,0.8634373471149898
mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",solvability,313,0.5805010696580947,0.19835719925009004,0.7428048142333856,0.15469633923551906,0.5364962430316551,0.2292390417927145,0.12171467893599586,-0.6425081123826255,episode,0.5348743192402836,0.6350531608716827
gru,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 60, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 73, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 95, ""hidden_size"": 64, ""learning_rate"": 0.001}}",bandit,1800,0.12642744957412294,0.031572565981216535,0.837302236652858,0.013049086663067479,0.23744570720043892,0.05151353217894722,0.20492602067311483,-0.8685297940192094,episode,0.09244687172054174,0.1831758893256906
gru,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 60, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 73, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 95, ""hidden_size"": 64, ""learning_rate"": 0.001}}",foraging,364,0.535468822809191,0.17979640598095128,0.7593702631941575,0.07998237639116478,0.4507831852306033,0.20139454467497914,0.15001859105995308,-0.8792279972621221,episode,0.49701192856686643,0.5749006062422884
gru,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 60, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 73, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 95, ""hidden_size"": 64, ""learning_rate"": 0.001}}",information_sampling,40,0.7871292398329214,0.2881989041636278,0.5252525252525253,0.1869454694584333,0.5630037435354448,0.022140028538039945,-0.1438524090584632,-0.6817558777138105,episode,0.725751574396978,0.8486293377060988
gru,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 60, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 73, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 95, ""hidden_size"": 64, ""learning_rate"": 0.001}}",partial_reinforcement,20,0.622898649097775,0.21133009603157435,0.7916666666666666,0.3694588254961486,0.5738485047498757,0.13582830325121475,0.074460845729725,-0.725231495175201,episode,0.35581967596023417,0.9394439530505494
gru,task_specific,observable,"{""bandit"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""foraging"": {""dropout"": 0.0, ""epochs"": 60, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""information_sampling"": {""dropout"": 0.0, ""epochs"": 73, ""hidden_size"": 64, ""learning_rate"": 0.001}, ""partial_reinforcement"": {""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 32, ""learning_rate"": 0.001}, ""solvability"": {""dropout"": 0.0, ""epochs"": 95, ""hidden_size"": 64, ""learning_rate"": 0.001}}",solvability,313,0.38933584285741124,0.12590216875856697,0.8980463980463981,0.0657794268478234,0.5281720147530098,0.1265768152501031,0.4109434527878688,-0.9131205689997135,episode,0.3439551906184447,0.44393278031576244
gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",bandit,1800,0.128779852577048,0.03202284798316557,0.8279577301030909,0.009070188430878421,0.21094501009391392,0.04425461011826032,0.19013228384763547,-0.8293256395410704,episode,0.09406413864477657,0.1886554870712443
gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",foraging,364,0.5384000310178602,0.1804307784220981,0.771772082127601,0.07127939311941217,0.4395500086843392,0.1821535479082516,0.14536571048694324,-0.8480616793669833,episode,0.49484370000997707,0.5832889280077405
gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",information_sampling,40,0.774001142984585,0.28113535672559165,0.5656565656565657,,0.627156155511876,0.11746428799896448,-0.12477472213438201,-0.43829678559344487,episode,0.669236580159044,0.8906881008283359
gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",partial_reinforcement,20,0.6405312171565065,0.20972586342580501,0.75,0.3604158356264744,0.571280435525035,0.1175507833263135,0.048261347380628816,-0.8148297445380548,episode,0.33733627342718453,1.0431209510561337
gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",solvability,313,0.5125247030403542,0.17353986751959596,0.8235653235653236,0.10576225646041197,0.565745662784038,0.20017898529043981,0.22456142306825122,-0.742375724952454,episode,0.4627535398526345,0.569115924023395
gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",bandit,1800,0.13244287973811772,0.03285084081785889,0.8237031805772063,0.011019026865589521,0.1959404515540908,0.038274103377240305,0.16709632455916879,-0.8227396039665311,episode,0.09833856318862459,0.1933941297658136
gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",foraging,364,0.5461348776784467,0.18315084621468194,0.7647788342290203,0.08235954301726009,0.43215760226588185,0.18458163470889682,0.13308772980450245,-0.8095322524593622,episode,0.5021972839032024,0.5885165530630614
gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",information_sampling,40,0.7930979207029554,0.2895861632581487,0.5555555555555556,,0.6214753578965875,0.09970260878610712,-0.1525260672667883,-0.45216782830440966,episode,0.691242905475434,0.902041445493075
gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",partial_reinforcement,20,0.6209783206479769,0.20781839737153404,0.75,0.36585793126427857,0.5706625220106932,0.1316893603609897,0.07731418177712479,-0.8114736853154577,episode,0.3437716840798168,0.9856727790844725
gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",solvability,313,0.5092330349093285,0.17291195761131,0.8137537066108496,0.1561852187078323,0.5510363840590488,0.2033223253206196,0.22954164438463376,-0.745760883381612,episode,0.45751332292767105,0.561615624062114
