model,sharing,information_set,selected_hyperparameters,task,states,log_loss,brier,auc,calibration_error,calibration_intercept,calibration_slope,deviance_explained,policy_logit_correlation,bootstrap_unit,log_loss_ci_low,log_loss_ci_high
dual_history,task_specific,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",solvability,313,0.4917103826678827,0.1606787588593319,0.8400488400488401,0.10651020486849776,0.5436278419937454,0.2466580301341395,0.25605303093356035,-0.8425759373375873,episode,0.4511438598412147,0.5334350526228838
dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",bandit,1800,0.16975175099783468,0.037834325333491126,0.6602948902343446,0.046680979810680256,0.13472577973938704,0.03853301320014799,-0.06753082988063008,-0.29728576002743656,episode,0.14379959243885432,0.21306596336497438
dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",foraging,364,0.6183502803083003,0.2116118838297824,0.6559528730880528,0.12404359272847568,0.43801390812202173,0.136444340046474,0.018455939754666972,-0.18160017417326282,episode,0.5843862048863343,0.6551694655075251
dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",information_sampling,40,0.7826286008318644,0.29163563771263284,0.42424242424242425,,0.5126452874387478,-0.059485321323531556,-0.13731210220268641,0.02982029487101142,episode,0.7102506683304004,0.8979830688888268
dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",partial_reinforcement,20,0.6588810853565976,0.23092971791436973,0.75,0.4648876869185358,0.5979930978552539,0.23873208379466368,0.020996042632444145,-0.6667476171423944,episode,0.5447561768539837,0.8063134433093757
dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",solvability,313,0.5778681372244661,0.19613976824402046,0.7635182278039421,0.10936956760138782,0.5932912717334516,0.3902163167626913,0.1256982476642522,-0.7115511264377038,episode,0.5462433463813974,0.6147869516615362
dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",bandit,1800,0.15338548089117449,0.035366217311239324,0.6727700217894945,0.022315139426990056,0.15138155897957623,0.03611791344101061,0.03539298566950455,-0.24437335145062125,episode,0.11898865320352206,0.21322028170498555
dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",foraging,364,0.5640780454632418,0.1891999919177465,0.7256786550916356,0.130576851430683,0.5318520950501968,0.3260817882742812,0.10460547577791746,-0.6585561464057174,episode,0.539212796753188,0.5920769079266901
dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",information_sampling,40,0.7855089095944703,0.2925869877141035,0.4444444444444444,0.33424746183893506,0.5274306149214921,-0.03517633062944461,-0.14149775298303147,-0.3136073674381181,episode,0.7122520091476627,0.9014456416694061
dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",partial_reinforcement,20,0.6597094811164727,0.2249747284856504,0.7916666666666666,0.4401547482292151,0.6056095831803835,0.1669572338698883,0.01976516388177363,-0.6810620127539687,episode,0.4800030642999667,0.9038988805985565
dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",solvability,313,0.5456086811787388,0.18253355852784864,0.7865210186638758,0.11526661880035391,0.5663419109339642,0.30215730090493575,0.17450609349158086,-0.7581320298660037,episode,0.5099724024227771,0.5847117901066196
dynamic_reevaluation,task_specific,observable,"{""penalty"": 0.01}",bandit,1800,0.15868653357506463,0.03581418930875747,0.6307283547639757,0.01967856943875642,3.45365100729742,1.0298456563675975,0.0020558498955921545,-0.11700931461368741,episode,0.12019177811838057,0.2319255034901673
dynamic_reevaluation,task_specific,observable,"{""penalty"": 0.01}",foraging,364,0.627223088882978,0.21777641442773962,0.560011023839052,0.12659580200835302,0.4738613075257594,0.25477868715646673,0.004371604659312189,-0.24300381840244528,episode,0.6132204172126875,0.6431339068151628
dynamic_reevaluation,task_specific,observable,"{""penalty"": 0.01}",information_sampling,40,0.7767193439782194,0.2898464744615471,0.4292929292929293,,0.44085467164428416,-0.1860663467153771,-0.1287247986879272,-0.2631518662362598,episode,0.7134309906928065,0.8718384211290392
dynamic_reevaluation,task_specific,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.6872984850017179,0.24707713101413625,0.4583333333333333,,0.6460053510233047,-0.5648462344330137,-0.021228187701336054,0.0414568328757049,episode,0.678247756195631,0.6936180925040334
dynamic_reevaluation,task_specific,observable,"{""penalty"": 0.01}",solvability,313,0.6745598963629067,0.2403813825181202,0.5167669631955346,0.18615389946253744,0.3811631546431946,0.013412585566073693,-0.020594252311961325,-0.2274965583205261,episode,0.6423920736206645,0.7144180842104011
dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",bandit,1800,0.1857339596709425,0.03952742298551578,0.6307283547639757,0.061917971113379607,1.1270269081750313,0.49368196703685585,-0.16803936889620585,-0.11700931461368817,episode,0.16006651758049986,0.22797037852798008
dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",foraging,364,0.6265010077329498,0.21748172734922386,0.560011023839052,0.12252656585220807,0.5717689180670954,0.3846267970497943,0.0055178068789858425,-0.24300381840244537,episode,0.6109779068767085,0.6446594322501422
dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",information_sampling,40,0.8217139923124488,0.3094424407558086,0.5707070707070707,,0.7863486055357815,0.27623006588015786,-0.19411080429835437,0.26315186623625975,episode,0.7151894741371678,0.9792685111715939
dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.7037242465635382,0.2552822765210547,0.4583333333333333,,0.554966665010038,-0.5482424670903463,-0.04563454254925925,0.04145683287570512,episode,0.6959396789231608,0.7159275250082322
dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",solvability,313,0.6657558754626998,0.2362868516917229,0.5167669631955346,0.18803657139777025,0.38680540908121,0.02249310158514281,-0.007273962777358589,-0.22749655832052615,episode,0.6355793395138624,0.7065143940822369
dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",bandit,1800,0.1847017287180294,0.03934660522888223,0.6307283547639757,0.06062537171161204,0.9662013835323444,0.4180191834253208,-0.16154789909212797,-0.11700931461368742,episode,0.15917469641998508,0.22908212326040897
dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",foraging,364,0.6263137859484841,0.21739648292864744,0.560011023839052,0.12185668423092648,0.5645900896780753,0.3708151077230997,0.005814995117340405,-0.2430038184024451,episode,0.6112314857767253,0.6443440370170507
dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",information_sampling,40,0.8050978156774103,0.30249623355174265,0.5656565656565656,,1.2631983522251753,0.9139989146708511,-0.16996425667757986,0.2631518662362594,episode,0.7162447021430992,0.9431354697043908
dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.7035418789053589,0.25519213210276315,0.4583333333333333,,0.5407534017122592,-0.706523741476052,-0.045363570042958434,0.041456832875705424,episode,0.6960835109290826,0.7142773332454967
dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",solvability,313,0.6689685194615848,0.23777730051398116,0.5167669631955346,0.18719091901081195,0.3836369219191228,0.017365696447223623,-0.012134622323923816,-0.227496558320526,episode,0.6383201259553059,0.7088563201342578
dynamic_reevaluation_oracle,task_specific,oracle,"{""penalty"": 0.01}",bandit,1800,0.15875446837094495,0.035819110899772966,0.6525910551110575,0.013627974532942707,6.270428014353745,1.8791306480617986,0.001628623144777519,-0.2532279385914527,episode,0.11950117737730578,0.22478070647232462
dynamic_reevaluation_oracle,task_specific,oracle,"{""penalty"": 0.01}",foraging,364,0.62107427698316,0.21504563916858058,0.6017121400027559,0.10960974114204311,0.48950494249071486,0.28618419683398133,0.014131978334283257,-0.42780240929893815,episode,0.6070923190958526,0.6373813338057203
dynamic_reevaluation_oracle,task_specific,oracle,"{""penalty"": 0.01}",information_sampling,40,0.7813660100211395,0.29159697097347287,0.48989898989898983,,0.5332756850067923,-0.025909906725630497,-0.13547731133554852,-0.422675709081864,episode,0.7147954635142485,0.8801065596347908
dynamic_reevaluation_oracle,task_specific,oracle,"{""penalty"": 0.01}",partial_reinforcement,20,0.690506748225164,0.24867919727323423,0.41666666666666663,0.08225041367481067,0.7318499582104041,-1.8553310985765126,-0.025995212376707766,-0.10932921679036754,episode,0.6862795524378225,0.6936311972853729
dynamic_reevaluation_oracle,task_specific,oracle,"{""penalty"": 0.01}",solvability,313,0.6728412686492101,0.2395221378745359,0.5024420024420024,0.1909795248441814,0.371127367032002,-0.004811650815797142,-0.017994006468826873,-0.19489415604452934,episode,0.6414375006504938,0.7111036646142065
dynamic_reevaluation_oracle,fully_shared,oracle,"{""penalty"": 0.01}",bandit,1800,0.18387178205620558,0.03920532423193428,0.6525910551110575,0.06290163658993253,0.9391488631730422,0.40480325487080004,-0.15632854999295587,-0.253227938591453,episode,0.15713518924026576,0.22881586068177148
dynamic_reevaluation_oracle,fully_shared,oracle,"{""penalty"": 0.01}",foraging,364,0.6201286472848102,0.2146346416846123,0.6024872536860961,0.10217036174379727,0.5409806142239273,0.34059193431564394,0.01563303241829539,-0.4278024092989383,episode,0.6049983900658886,0.63890314942446
dynamic_reevaluation_oracle,fully_shared,oracle,"{""penalty"": 0.01}",information_sampling,40,0.7968834162892705,0.2984660739276901,0.48989898989898983,,0.5298686056656344,-0.027921152862900398,-0.15802713116679779,-0.422675709081864,episode,0.7222575090369947,0.9020318130351064
dynamic_reevaluation_oracle,fully_shared,oracle,"{""penalty"": 0.01}",partial_reinforcement,20,0.7087046045000316,0.25776531935714425,0.41666666666666663,0.11947427250121034,0.5168852359492929,-1.0650858861340828,-0.0530346489376452,-0.1093292167903675,episode,0.6974020231630093,0.7242832259076303
dynamic_reevaluation_oracle,fully_shared,oracle,"{""penalty"": 0.01}",solvability,313,0.6748369963427526,0.24043344046915605,0.5024420024420024,0.19393485183121242,0.3713502491468544,-0.004434694498778539,-0.021013498472711944,-0.19489415604452925,episode,0.6443985704824209,0.7124011462892699
dynamic_reevaluation_oracle,hierarchical,oracle,"{""penalty"": 0.01}",bandit,1800,0.18343270130796072,0.03913103344665073,0.6525910551110575,0.0622956005836875,0.845485293034647,0.3619563516896275,-0.15356726928272368,-0.2532279385914526,episode,0.15824358368762897,0.2285364091233868
dynamic_reevaluation_oracle,hierarchical,oracle,"{""penalty"": 0.01}",foraging,364,0.6197005402178065,0.21444354798606913,0.6017465894997932,0.10555594803352873,0.5238493182976526,0.3138406020346004,0.016312592147057825,-0.42780240929893826,episode,0.6045882587877727,0.6378908775049474
dynamic_reevaluation_oracle,hierarchical,oracle,"{""penalty"": 0.01}",information_sampling,40,0.7967975076272165,0.2984309844789197,0.48989898989898983,,0.5298298743050489,-0.02798691924137837,-0.15790228911408688,-0.42267570908186397,episode,0.7201676455863126,0.9061829574355411
dynamic_reevaluation_oracle,hierarchical,oracle,"{""penalty"": 0.01}",partial_reinforcement,20,0.7092070048386441,0.25801527502402744,0.41666666666666663,0.11945844216742046,0.5220393141733667,-0.9996947196268113,-0.053781144672028436,-0.1093292167903675,episode,0.6975740616579181,0.7252460691837366
dynamic_reevaluation_oracle,hierarchical,oracle,"{""penalty"": 0.01}",solvability,313,0.6747292510493618,0.24038433200332437,0.5024420024420024,0.19378278327979637,0.371339597674939,-0.00445282257700677,-0.02085048221909047,-0.19489415604452925,episode,0.6427838525928535,0.7137822349623573
option_termination,task_specific,observable,"{""penalty"": 0.01}",bandit,1800,0.1586870415043376,0.035814224876328925,0.6307283547639757,0.019678877265042954,3.4582698036124935,1.0312413338996296,0.0020526556418944963,-0.11700931461368813,episode,0.11974249106752702,0.22662165663758707
option_termination,task_specific,observable,"{""penalty"": 0.01}",foraging,364,0.627223088882978,0.21777641442773962,0.560011023839052,0.12659580200835302,0.47386130752575917,0.2547786871564666,0.004371604659312189,-0.24300381840244528,episode,0.6128387499855386,0.6438347592966803
option_termination,task_specific,observable,"{""penalty"": 0.01}",information_sampling,40,0.7813660100211395,0.29159697097347287,0.48989898989898983,,0.5332756850067923,-0.025909906725630497,-0.13547731133554852,-0.422675709081864,episode,0.7098079612036943,0.8838598206277257
option_termination,task_specific,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.6826412605822677,0.2447485297079619,0.49999999999999994,,0.6297405416601863,-0.19386217628852603,-0.014308211944978,0.070373223857173,episode,0.663891246845641,0.6944457848418485
option_termination,task_specific,observable,"{""penalty"": 0.01}",solvability,313,0.6630771081937532,0.23523639050942868,0.5655197976626548,0.11726372529494464,0.4309657465190696,0.1062864835000958,-0.0032210469537095054,-0.349853170294413,episode,0.6283071652618367,0.7008111347727789
option_termination,fully_shared,observable,"{""penalty"": 0.01}",bandit,1800,0.18204192072204206,0.03889250500840988,0.6307283547639757,0.05735285473161624,0.6687742361172034,0.2793011468109186,-0.14482096095694663,-0.11700931461368791,episode,0.1555190227863712,0.2270440366002534
option_termination,fully_shared,observable,"{""penalty"": 0.01}",foraging,364,0.6264012266427526,0.21738729918819805,0.560011023839052,0.12268708630160408,0.4573149773905734,0.21760305760205928,0.0056761953192063785,-0.24300381840244528,episode,0.6108191978141213,0.642943785211136
option_termination,fully_shared,observable,"{""penalty"": 0.01}",information_sampling,40,0.7880553454261758,0.2945083782322201,0.48989898989898983,,0.5331278860533366,-0.024957818500220823,-0.14519822123298165,-0.4226757090818641,episode,0.7129064408857518,0.8886877383209696
option_termination,fully_shared,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.6956158872167154,0.25122481968370414,0.49999999999999994,,0.6028910114031844,-0.09600463264129339,-0.03358666917010256,0.07037322385717276,episode,0.6885964589606912,0.7014195069250906
option_termination,fully_shared,observable,"{""penalty"": 0.01}",solvability,313,0.6560698407870247,0.231947933173728,0.5657378335949765,0.10842855589407872,0.45201474753380533,0.14504490118750504,0.007380794155256498,-0.34985317029441315,episode,0.6256581326431226,0.691976780916037
option_termination,hierarchical,observable,"{""penalty"": 0.01}",bandit,1800,0.17744956659268143,0.03814627686756476,0.6307283547639757,0.05109461522739194,0.5020323644123791,0.19874511886727564,-0.11594067202911917,-0.11700931461368785,episode,0.1490395223964027,0.2260488056536511
option_termination,hierarchical,observable,"{""penalty"": 0.01}",foraging,364,0.6262870751748507,0.2173373319199926,0.560011023839052,0.12241859790709349,0.4614289609400461,0.22296718100533922,0.005857394711938024,-0.2430038184024451,episode,0.6112718752514434,0.6434570594385423
option_termination,hierarchical,observable,"{""penalty"": 0.01}",information_sampling,40,0.7888501510952987,0.29487661266307386,0.48989898989898983,,0.5326787677694624,-0.025450030979330247,-0.14635322899200287,-0.42267570908186386,episode,0.7167517285281276,0.8954983961896286
option_termination,hierarchical,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.6957143577225917,0.2512825639912624,0.49999999999999994,,0.599523844419692,-0.1700378243839614,-0.03373298239274525,0.07037322385717226,episode,0.6925676755216353,0.7001381157056603
option_termination,hierarchical,observable,"{""penalty"": 0.01}",solvability,313,0.6592285439038842,0.23345687722460343,0.5655197976626548,0.1125142210814811,0.43887701274148455,0.1215645387247161,0.002601745974051939,-0.34985317029441293,episode,0.6274137291942988,0.6967846476372732
competitive_time_reward,task_specific,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",bandit,1800,0.14979064830119787,0.03517354895614568,0.8067883318548631,0.028915774713250967,0.4547651706865247,0.12377929929465639,0.05800008453889183,-0.738628274742132,episode,0.11302541252708873,0.21306437725009475
competitive_time_reward,task_specific,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",foraging,364,0.5932834564945778,0.20220770132423777,0.7384766432410088,0.14214588288699512,0.6470125367474505,0.5623618292708235,0.05824599533822439,-0.6838018076530009,episode,0.5754307797411189,0.6133464060441917
competitive_time_reward,task_specific,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",information_sampling,40,0.7910910672149877,0.296330937594266,0.5353535353535354,0.2533877219788038,0.7558516033062451,0.28752560886387396,-0.1496097174722788,-0.18771149316976088,episode,0.7075489380687736,0.9080263454458467
competitive_time_reward,task_specific,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",partial_reinforcement,20,0.6812653899646722,0.2219282739388277,0.7916666666666667,,0.6129110697250324,0.12067662859658296,-0.012263863109675421,-0.7103191549947094,episode,0.4124810075131389,1.0616782622393368
competitive_time_reward,task_specific,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",solvability,313,0.5663993098954049,0.1926378638543008,0.7319030176173034,0.0843443807047477,0.5247473209410742,0.2273086228154619,0.14305033057921546,-0.6953760420577614,episode,0.522100664660996,0.6144556265106457
competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",bandit,1800,0.17877484568701754,0.039654197753775794,0.7929567396715212,0.06804835332691417,0.12756770342271348,0.03824586262077392,-0.12427505611107259,-0.3522782790515577,episode,0.15350959894119756,0.21991280635891225
competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",foraging,364,0.6385018485612892,0.22154110307067895,0.5280935648339534,0.18153917003275152,0.3822282558375559,0.07721632814807577,-0.013531839265159551,-0.022832678934133648,episode,0.6056311224627853,0.6740028401103155
competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",information_sampling,40,0.7977794534815097,0.2991545260817025,0.47474747474747475,,0.4379306911146648,-0.15453395833333222,-0.15932924808620763,0.3108513887453708,episode,0.7100640488505253,0.9363353314064491
competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",partial_reinforcement,20,0.668413753761673,0.23525086888351915,0.625,,0.6495695803630055,0.27943262449543577,0.006831847756838427,-0.7149408117657384,episode,0.5465201189409703,0.8416621478268979
competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",solvability,313,0.5952190400711599,0.20457391222807947,0.7356532356532357,0.1355556646971735,0.6323562280992392,0.410369049351538,0.09944671416331585,-0.6965386783361611,episode,0.5613605101914058,0.6367953164480661
competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",bandit,1800,0.158926675891625,0.036079228753548326,0.7930127205863355,0.045936179500848884,0.15822255825983847,0.043482728665646425,0.0005456485281232215,-0.3861008986658698,episode,0.12854023463683495,0.20953629524911072
competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",foraging,364,0.6226098859258212,0.21544027124807488,0.6214517018051535,0.13985751513427147,0.42312045499021866,0.14771312224757135,0.01169441521750536,-0.11801914517693958,episode,0.5971087630831737,0.6532904926954962
competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",information_sampling,40,0.8006604052914452,0.300406510201896,0.5126262626262627,,0.4594688454467474,-0.12219522561870197,-0.16351583333982567,0.3778409798335831,episode,0.7102560842417636,0.9326803040885984
competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",partial_reinforcement,20,0.6559265330754063,0.22660184562477953,0.78125,0.33774314646088205,0.6244420724980049,0.2066097930474739,0.025386088787692662,-0.7167291620829666,episode,0.5015782295037444,0.8805309091543092
competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",solvability,313,0.5805176234700101,0.19846181081677272,0.7548622012907726,0.11638539923770216,0.5804357953660169,0.32457806781876736,0.1216896333835017,-0.702464193442875,episode,0.5452102853573606,0.6241975537715455
latent_commitment,task_specific,observable,"{""penalty"": 0.01, ""rho"": 0.5}",bandit,1800,0.1458424481274446,0.03490543357444236,0.8112969486095202,0.026340513470915726,0.267541539281814,0.06706614508914367,0.08282943318034086,-0.7463814476864267,episode,0.109177605461437,0.2076470616507794
latent_commitment,task_specific,observable,"{""penalty"": 0.01, ""rho"": 0.5}",foraging,364,0.5443472427881555,0.1831527198133113,0.761437233016398,0.06902854712964124,0.46177095616320823,0.22144863033551118,0.1359253486498887,-0.8444534281222923,episode,0.5150552064091215,0.5785449693085568
latent_commitment,task_specific,observable,"{""penalty"": 0.01, ""rho"": 0.5}",information_sampling,40,0.7805072822273514,0.28718387508254284,0.5151515151515151,,0.5471164041309994,-0.005955797668482647,-0.13422941225374285,-0.6151318862608843,episode,0.7066267139803591,0.8691021646901339
latent_commitment,task_specific,observable,"{""penalty"": 0.01, ""rho"": 0.5}",partial_reinforcement,20,0.5860837252936475,0.19671431536713568,0.75,0.392957620996592,0.6808388841384504,0.2673393888388222,0.1291626073911929,-0.8768425787416979,episode,0.4074551896915964,0.8304314034435468
latent_commitment,task_specific,observable,"{""penalty"": 0.01, ""rho"": 0.5}",solvability,313,0.5240780590119462,0.17197862916806592,0.8235653235653235,0.12281187714965891,0.5476669391017521,0.3020617140078705,0.20708145018059942,-0.7263779910001973,episode,0.4943708376515209,0.5602341073746779
latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.0}",bandit,1800,0.17597307277060326,0.03794688742369263,0.5442076978064094,0.046225269875538565,0.12386149236647029,0.036023290092148774,-0.1066553323143209,0.2325100563728449,episode,0.14833548584561163,0.22222502884157447
latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.0}",foraging,364,0.6117071408211844,0.21074493638820951,0.6459625189472233,0.12988416948420833,0.7424183865852086,0.5609030761562009,0.029000988916298875,-0.344959213936787,episode,0.5930385686261943,0.632689046549238
latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.0}",information_sampling,40,0.7821152660264694,0.2915808329371633,0.5252525252525253,0.2793977176246087,0.5754155267516038,0.03878481450421042,-0.13656612654317568,-0.36765572995375423,episode,0.7114164670420167,0.8916091849735408
latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.0}",partial_reinforcement,20,0.6973655344984997,0.25206530220718903,0.5,0.49801802116337984,0.6154362911885115,-0.13648013480271587,-0.03618639718010774,0.023431190639785687,episode,0.6831990759360711,0.7086835815443221
latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.0}",solvability,313,0.6198326728638986,0.2149819712673563,0.6797488226059655,0.13470586071610505,0.621061722498654,0.479985544517276,0.062206830363179866,-0.5374371949528093,episode,0.594972473961674,0.6509333929588391
latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.95}",bandit,1800,0.1452103338703776,0.03545806582617528,0.7520949780813188,0.019690488488168248,0.1397076320651126,0.026722141545505534,0.08680465849294883,-0.6472819658263078,episode,0.10643380787228954,0.20982418005628622
latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.95}",foraging,364,0.5759359379529517,0.19459171438757095,0.7616611547471407,0.1296746766427582,0.4528209134400122,0.29938989478299594,0.08578274000669817,-0.7677701793769852,episode,0.5541293919397162,0.598847819174678
latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.95}",information_sampling,40,0.8184977736023278,0.30677132793838896,0.49873737373737376,0.3084229271480768,0.6999144462532567,0.17749558279541267,-0.18943701080491016,0.19656082401189476,episode,0.7047316796642724,0.972588218845133
latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.95}",partial_reinforcement,20,0.5744004515740391,0.1922688530589724,0.75,0.42595727474940714,0.6020331085745387,0.5504780373669422,0.14652229711474074,-0.9107211159941986,episode,0.4986956731194536,0.6821230172251446
latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.95}",solvability,313,0.6163690381335359,0.21391338340326504,0.7482121053549626,0.14248026743549483,0.6127722131243974,0.35833822505719143,0.0674472333533015,-0.5178899389996233,episode,0.5823180086761267,0.6600860057055153
sunk_extension,task_specific,observable,"{""penalty"": 0.01}",bandit,1800,0.15268015069848945,0.03539818696084223,0.7858385510416757,0.02550414875480026,0.5897340877319059,0.1654648253015501,0.03982864964063215,-0.7280649937034672,episode,0.1155358698214661,0.22128964932029718
sunk_extension,task_specific,observable,"{""penalty"": 0.01}",foraging,364,0.5815724331415895,0.19688113621558787,0.7366680446465482,0.12332592375533416,0.6109129549689486,0.4829182076712976,0.07683559702125253,-0.6701863352913553,episode,0.5633144259380716,0.602570460766591
sunk_extension,task_specific,observable,"{""penalty"": 0.01}",information_sampling,40,0.7914975634307113,0.293667223712083,0.4646464646464647,0.2459720004877548,0.5364168352323888,-0.023606162314091163,-0.15020043580936826,-0.18130583016389315,episode,0.7088488596542506,0.9151679700787874
sunk_extension,task_specific,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.6666312697240491,0.23681343659799264,0.7083333333333333,0.48553061204469283,0.5422621367367666,1.3157221245069226,0.009480366534447393,-0.6914607164902874,episode,0.6510401892458012,0.6903225126437631
sunk_extension,task_specific,observable,"{""penalty"": 0.01}",solvability,313,0.5299557151124941,0.17432162402843288,0.8134484563055991,0.12134242442123613,0.5776862653656597,0.361014272392188,0.1981886860752482,-0.7304494261271812,episode,0.5059053911059697,0.5585352534149154
sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",bandit,1800,0.16842623278393618,0.036868641996994536,0.5358794601717323,0.03996566758422231,0.10883839971138477,0.02751470186774862,-0.05919494202918152,0.25432410080043255,episode,0.13868789830518327,0.22110241872809058
sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",foraging,364,0.6093196755377458,0.20959417464869332,0.6642207523770153,0.12332650240814236,0.7428236920151112,0.5933723960995844,0.032790754107045905,-0.3626229014219679,episode,0.5903976996454334,0.6298527223946957
sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",information_sampling,40,0.7821849652375654,0.29167641412930867,0.5151515151515151,0.2798896792159149,0.5811079864357442,0.047206915766953926,-0.13666741310005492,-0.34344724265497883,episode,0.7130792538325701,0.8890473600740884
sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.6947667987435764,0.2507688942377061,0.625,0.49648843312276614,0.6120307119493337,-0.09690853792995979,-0.03232504397880054,0.016341909127518307,episode,0.6801462725684683,0.7059488910139249
sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",solvability,313,0.6193098265815927,0.21476523186670163,0.7123233908948194,0.15449534422112088,0.6206376129606032,0.4908472852535011,0.06299788526199801,-0.5488306186711857,episode,0.5952126651889305,0.6478688248368291
sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",bandit,1800,0.16236685286253022,0.036149866537724396,0.4978942563581401,0.025040727936336948,0.0050159764709908905,-0.011015966786269754,-0.021088855711738796,0.36932270890223,episode,0.1282505953796768,0.2207181688150333
sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",foraging,364,0.6028491465514929,0.20651322390935142,0.671524045748932,0.10202948856850688,0.697197865158705,0.5801469085121728,0.043061808387049094,-0.46613917390767784,episode,0.5846973932358727,0.6227949035196038
sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",information_sampling,40,0.790917217906331,0.29523051294571556,0.5416666666666667,0.2142663084571845,0.5760798689210821,0.0376978861065573,-0.14935708049672636,-0.24135317561781663,episode,0.708323559797597,0.8962872231971625
sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",partial_reinforcement,20,0.6806441889426236,0.2437780684583589,0.625,0.4895738310457894,0.5844902529991669,0.08691620438567048,-0.01134084638871835,-0.06895738855795047,episode,0.6623929757366953,0.6925360252174059
sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",solvability,313,0.594918978902052,0.20368917062869152,0.7529652886795745,0.11016075545185658,0.6269464350710913,0.4545738036740494,0.09990070009723317,-0.6270882397008544,episode,0.5701766659344004,0.6264928874094517
flexible_linear,task_specific,observable,"{""penalty"": 0.01}",bandit,1800,0.12708481028160165,0.032394377414069454,0.8465907622878109,0.015437955278681059,0.14747299592561652,0.026005255040272082,0.20079202607535296,-0.8428618101684479,episode,0.09202327392191037,0.1810822598497513
